file_name,X,Y,W,H,type,X.Y,W*H
IPC202_23.0421_120.21443_2022_04_19_12_32_07.jpg,1409,627,1563,820,D00,,1281660
IPC202_23.0421_120.21443_2022_04_19_12_32_07.jpg,1642,260,1744,416,D00,,725504
IPC202_23.0421_120.21443_2022_04_19_12_32_07.jpg,1736,397,1868,602,D00,,1124536
IPC202_23.0421_120.21443_2022_04_19_12_32_07.jpg,1580,840,1772,1076,D00,,1906672
IPC202_23.0421_120.21443_2022_04_19_12_32_07.jpg,922,331,1000,397,D00,,397000
IPC202_23.0421_120.21443_2022_04_19_12_32_07.jpg,1228,463,1378,576,D00,,793728
IPC202_23.0421_120.21443_2022_04_19_12_32_07.jpg,1029,367,1119,463,D00,,518097
IPC202_23.00258_120.17999_2021_10_25_15_55_10.jpg,380,342,480,513,D00,,246240
IPC202_23.00258_120.17999_2021_10_25_15_55_10.jpg,831,529,899,718,D00,,645482
IPC202_23.00258_120.17999_2021_10_25_15_55_10.jpg,261,358,472,687,D00,,324264
IPC202_23.00258_120.17999_2021_10_25_15_55_10.jpg,451,277,501,332,D41,,166332
IPC202_23.01332_120.21179_2022_02_19_16_39_48.jpg,761,800,926,835,D10,,773210
IPC202_23.01332_120.21179_2022_02_19_16_39_48.jpg,1389,819,1644,871,D10,,1431924
IPC202_23.01332_120.21179_2022_02_19_16_39_48.jpg,790,369,1093,469,D60,,512617
IPC202_23.0202_120.22372_2020_11_23_10_41_35.jpg,52,605,236,717,D12,,169212
IPC202_23.0202_120.22372_2020_11_23_10_41_35.jpg,1062,604,1275,643,D10,,819825
IPC202_23.0202_120.22372_2020_11_23_10_41_35.jpg,111,597,242,675,D12,,163350
IPC202_23.0202_120.22372_2020_11_23_10_41_35.jpg,420,612,504,638,D10,,321552
IPC202_22.96027_120.23829_2020_11_23_10_12_09.jpg,1083,625,1173,699,D41,,819927
IPC202_22.96027_120.23829_2020_11_23_10_12_09.jpg,263,686,297,717,D00,,212949
IPC202_22.96027_120.23829_2020_11_23_10_12_09.jpg,678,511,712,615,D00,,437880
IPC204_22.6242_120.31212_2021_10_03_09_29_29.jpg,557,571,1270,661,D10,,839470
IPC202_22.99144_120.21419_2022_03_04_12_41_09.jpg,784,365,895,620,D00,,554900
IPC202_23.01282_120.2183_2022_04_19_12_15_23.jpg,577,741,670,1057,D00,,708190
IPC202_23.13006_120.26814_2022_04_12_13_32_01_8380.jpg,1268,296,1916,694,D35,,1329704
IPC202_22.97883_120.21671_2022_02_19_11_10_21.jpg,1449,907,1869,1052,D21,,1966188
IPC202_23.19576_120.30316_2021_11_23_15_01_39.jpg,894,258,1154,470,D00,,542380
IPC202_23.19576_120.30316_2021_11_23_15_01_39.jpg,393,473,497,653,D00,,324541
IPC202_23.239_120.41995_2021_11_23_16_12_58.jpg,318,347,538,491,D20,,264158
IPC202_23.239_120.41995_2021_11_23_16_12_58.jpg,674,257,831,377,D20,,313287
IPC202_23.239_120.41995_2021_11_23_16_12_58.jpg,1169,402,1280,506,D20,,647680
IPC202_23.239_120.41995_2021_11_23_16_12_58.jpg,998,554,1170,712,D20,,833040
IPC202_23.239_120.41995_2021_11_23_16_12_58.jpg,975,274,1153,355,D20,,409315
IPC202_23.239_120.41995_2021_11_23_16_12_58.jpg,1118,364,1278,452,D20,,577656
IPC202_23.239_120.41995_2021_11_23_16_12_58.jpg,680,290,867,420,D20,,364140
IPC202_23.239_120.41995_2021_11_23_16_12_58.jpg,461,212,589,340,D20,,200260
IPC202_23.239_120.41995_2021_11_23_16_12_58.jpg,182,383,526,712,D20,,374512
IPC202_23.239_120.41995_2021_11_23_16_12_58.jpg,702,450,1026,710,D20,,728460
IPC202_22.99447_120.16931_2021_08_20_12_22_53.jpg,0,412,273,701,D00,,191373
IPC202_22.99447_120.16931_2021_08_20_12_22_53.jpg,271,277,450,420,D00,,189000
IPC202_22.97808_120.23008_2020_11_23_12_24_22.jpg,790,456,917,556,D12,,509852
IPC202_22.97808_120.23008_2020_11_23_12_24_22.jpg,687,580,829,690,D12,,572010
IPC202_22.97808_120.23008_2020_11_23_12_24_22.jpg,225,483,522,720,D00,,375840
IPC202_22.97808_120.23008_2020_11_23_12_24_22.jpg,224,609,366,717,D00,,262422
IPC202_22.97808_120.23008_2020_11_23_12_24_22.jpg,764,377,812,445,D00,,361340
IPC202_22.97808_120.23008_2020_11_23_12_24_22.jpg,373,479,525,595,D00,,312375
IPC202_22.97808_120.23008_2020_11_23_12_24_22.jpg,710,540,1003,703,D12,,705109
IPC204_22.62467_120.29368_2021_10_03_09_41_44.jpg,0,575,163,627,D12,,102201
IPC204_22.62467_120.29368_2021_10_03_09_41_44.jpg,908,612,1031,720,D12,,742320
IPC204_22.62467_120.29368_2021_10_03_09_41_44.jpg,319,543,546,718,D12,,392028
IPC204_22.62467_120.29368_2021_10_03_09_41_44.jpg,779,432,934,510,D12,,476340
IPC204_22.62467_120.29368_2021_10_03_09_41_44.jpg,842,547,1026,714,D12,,732564
IPC202_22.99527_120.29392_2022_04_02_12_20_15.jpg,,,,,,,0
IPC202_22.98696_120.16208_2021_08_20_12_50_59.jpg,868,228,980,334,D00,,327320
IPC202_22.98696_120.16208_2021_08_20_12_50_59.jpg,867,227,1063,393,D00,,417759
IPC202_22.98696_120.16208_2021_08_20_12_50_59.jpg,174,584,298,720,D21,,214560
IPC202_22.98696_120.16208_2021_08_20_12_50_59.jpg,483,176,630,408,D00,,257040
IPC202_23.0595_120.1999_2022_04_19_13_48_43.jpg,610,920,805,1075,D40,,865375
IPC202_22.96738_120.29444_2022_04_02_12_09_47.jpg,1440,494,1596,637,D00,,1016652
IPC202_23.05789_120.2138_2022_03_08_09_38_22_5166.jpg,,,,,,,0
IPC202_22.96085_120.23787_2020_11_23_12_30_29.jpg,710,537,878,693,D12,,608454
IPC202_22.96085_120.23787_2020_11_23_12_30_29.jpg,713,535,880,690,D20,,607200
IPC202_22.96085_120.23787_2020_11_23_12_30_29.jpg,166,530,531,716,D20,,380196
IPC204_22.61669_120.29864_2021_09_25_10_04_28.jpg,944,605,1012,717,D00,,725604
IPC204_22.61669_120.29864_2021_09_25_10_04_28.jpg,973,652,1011,717,D00,,724887
IPC204_22.61669_120.29864_2021_09_25_10_04_28.jpg,766,340,936,597,D00,,558792
IPC202_22.99143_120.15944_2021_11_17_14_01_29.jpg,36,474,313,713,D12,,223169
IPC204_22.61501_120.30244_2021_10_03_09_08_34.jpg,887,283,1009,326,D12,,328934
IPC204_22.61501_120.30244_2021_10_03_09_08_34.jpg,1128,354,1279,417,D00,,533343
IPC202_23.21817_120.31777_2021_11_23_15_13_22.jpg,393,270,526,472,D00,,248272
IPC202_23.27654_120.30949_2021_12_18_13_09_19.jpg,1016,327,1075,378,D00,,406350
IPC202_23.27654_120.30949_2021_12_18_13_09_19.jpg,642,204,699,299,D00,,209001
IPC202_23.27654_120.30949_2021_12_18_13_09_19.jpg,0,465,84,554,D00,,46536
IPC202_23.27654_120.30949_2021_12_18_13_09_19.jpg,333,270,396,307,D00,,121572
IPC202_23.27654_120.30949_2021_12_18_13_09_19.jpg,478,465,646,715,D12,,461890
IPC202_23.27654_120.30949_2021_12_18_13_09_19.jpg,220,328,314,378,D00,,118692
IPC202_23.27654_120.30949_2021_12_18_13_09_19.jpg,119,408,181,446,D00,,80726
IPC202_23.27654_120.30949_2021_12_18_13_09_19.jpg,609,324,652,404,D00,,263408
IPC202_22.97519_120.23333_2021_12_10_12_10_02_1131.jpg,807,462,860,655,D00,,563300
IPC204_22.65016_120.30916_2021_09_25_10_24_53.jpg,206,369,295,431,D12,,127145
IPC204_22.65016_120.30916_2021_09_25_10_24_53.jpg,245,464,275,546,D00,,150150
IPC204_22.65016_120.30916_2021_09_25_10_24_53.jpg,20,536,159,635,D12,,100965
IPC202_23.31125_120.27188_2021_12_18_11_08_51.jpg,358,492,590,720,D12,,424800
IPC202_23.31125_120.27188_2021_12_18_11_08_51.jpg,360,481,592,720,D20,,426240
IPC202_23.00366_120.18045_2021_10_25_15_52_15.jpg,760,160,800,199,D00,,159200
IPC202_23.00366_120.18045_2021_10_25_15_52_15.jpg,1076,481,1228,643,D00,,789604
IPC202_23.00366_120.18045_2021_10_25_15_52_15.jpg,552,543,600,639,D00,,383400
IPC202_23.00366_120.18045_2021_10_25_15_52_15.jpg,551,439,610,633,D00,,386130
IPC202_23.00366_120.18045_2021_10_25_15_52_15.jpg,876,271,1032,439,D00,,453048
IPC204_22.62786_120.28299_2021_04_24_11_53_02.jpg,,,,,,,0
IPC202_23.04179_120.21656_2022_04_19_12_30_26.jpg,0,521,138,635,D00,,87630
IPC202_23.04179_120.21656_2022_04_19_12_30_26.jpg,112,596,324,745,D00,,241380
IPC202_22.99895_120.17373_2021_10_25_17_17_07.jpg,,,,,,,0
IPC202_22.93346_120.2304_2022_04_02_11_34_38.jpg,1137,265,1466,700,D00,,1026200
IPC202_23.0452_120.1929_2022_04_19_12_59_24.jpg,,,,,,,0
IPC202_23.27783_120.34479_2021_12_18_13_18_01.jpg,922,518,1206,714,D20,,861084
IPC202_23.27783_120.34479_2021_12_18_13_18_01.jpg,414,347,663,489,D20,,324207
IPC202_23.27783_120.34479_2021_12_18_13_18_01.jpg,288,498,665,714,D20,,474810
IPC202_23.23309_120.35562_2021_11_23_15_56_31.jpg,834,433,1278,691,D20,,883098
IPC202_23.23309_120.35562_2021_11_23_15_56_31.jpg,353,383,578,705,D12,,407490
IPC202_23.08064_120.21994_2022_03_15_15_29_42_4304.jpg,1210,919,1305,970,D40,,1265850
IPC202_23.23624_120.36785_2021_11_23_16_00_11.jpg,674,522,716,720,D00,,515520
IPC202_23.23624_120.36785_2021_11_23_16_00_11.jpg,928,294,1070,365,D12,,390550
IPC202_23.27899_120.31892_2021_12_18_13_33_57.jpg,1013,537,1089,573,D41,,623997
IPC202_23.27899_120.31892_2021_12_18_13_33_57.jpg,584,209,614,276,D00,,169464
IPC202_23.27899_120.31892_2021_12_18_13_33_57.jpg,266,310,471,542,D00,,255282
IPC202_23.27899_120.31892_2021_12_18_13_33_57.jpg,584,259,712,300,D60,,213600
IPC202_23.27899_120.31892_2021_12_18_13_33_57.jpg,531,294,589,414,D00,,243846
IPC202_23.27899_120.31892_2021_12_18_13_33_57.jpg,778,223,1015,525,D00,,532875
IPC202_23.27899_120.31892_2021_12_18_13_33_57.jpg,1055,579,1161,718,D00,,833598
IPC202_22.99511_120.18205_2021_08_20_11_47_47.jpg,680,332,750,720,D00,,540000
IPC202_22.98508_120.24516_2020_11_23_14_41_49.jpg,1,531,57,559,D10,,31863
IPC202_22.98508_120.24516_2020_11_23_14_41_49.jpg,571,508,661,704,D00,,465344
IPC202_23.04055_120.1904_2022_03_15_16_25_59_8542.jpg,3,857,318,1070,D12,,340260
IPC202_23.04055_120.1904_2022_03_15_16_25_59_8542.jpg,444,1021,726,1079,D10,,783354
IPC202_23.04055_120.1904_2022_03_15_16_25_59_8542.jpg,325,998,427,1062,D40,,453474
IPC202_23.27438_120.30248_2021_12_18_13_43_27.jpg,1129,432,1280,459,D10,,587520
IPC202_23.04341_120.20101_2022_04_19_13_02_04.jpg,1071,340,1145,603,D00,,690435
IPC202_23.04341_120.20101_2022_04_19_13_02_04.jpg,1080,403,1176,739,D00,,869064
IPC202_23.04341_120.20101_2022_04_19_13_02_04.jpg,1233,759,1336,1080,D00,,1442880
IPC202_22.98261_120.18178_2021_11_17_14_51_57.jpg,157,405,316,548,D00,,173168
IPC202_23.05903_120.20642_2022_04_19_13_31_57.jpg,472,626,701,1080,D00,,757080
IPC202_23.0593_120.20928_2022_04_19_13_35_32.jpg,1258,872,1329,1078,D00,,1432662
IPC202_23.0593_120.20928_2022_04_19_13_35_32.jpg,1093,361,1258,854,D00,,1074332
IPC202_23.04549_120.21187_2022_04_19_12_37_51.jpg,1160,714,1477,1054,D12,,1556758
IPC202_23.04549_120.21187_2022_04_19_12_37_51.jpg,555,757,769,1054,D12,,810526
IPC202_23.04549_120.21187_2022_04_19_12_37_51.jpg,708,705,1053,764,D10,,804492
IPC202_23.04549_120.21187_2022_04_19_12_37_51.jpg,555,769,790,1060,D20,,837400
IPC202_23.04549_120.21187_2022_04_19_12_37_51.jpg,1329,462,1485,622,D00,,923670
IPC202_23.06155_120.17633_2022_04_19_14_08_31.jpg,,,,,,,0
IPC202_23.18982_120.25277_2021_11_23_14_51_20.jpg,843,407,941,449,D40,,422509
IPC202_23.18982_120.25277_2021_11_23_14_51_20.jpg,333,316,696,520,D20,,361920
IPC202_23.18982_120.25277_2021_11_23_14_51_20.jpg,758,312,878,382,D20,,335396
IPC202_23.18982_120.25277_2021_11_23_14_51_20.jpg,146,525,666,712,D20,,474192
IPC202_23.18982_120.25277_2021_11_23_14_51_20.jpg,940,324,1108,456,D20,,505248
IPC202_23.18982_120.25277_2021_11_23_14_51_20.jpg,758,469,1277,716,D20,,914332
IPC202_23.19727_120.34892_2021_11_23_15_37_53.jpg,,,,,,,0
IPC202_22.98459_120.20471_2021_10_25_13_09_01.jpg,782,224,854,311,D00,,265594
IPC202_23.00946_120.22013_2021_08_20_13_35_58.jpg,384,403,686,709,D12,,486374
IPC202_23.00946_120.22013_2021_08_20_13_35_58.jpg,1129,574,1280,717,D20,,917760
IPC202_23.00946_120.22013_2021_08_20_13_35_58.jpg,1034,406,1242,444,D10,,551448
IPC202_23.00946_120.22013_2021_08_20_13_35_58.jpg,766,358,1046,712,D20,,744752
IPC204_22.62349_120.29602_2021_09_25_10_06_50.jpg,326,475,422,613,D00,,258686
IPC204_22.62349_120.29602_2021_09_25_10_06_50.jpg,868,428,1095,708,D00,,775260
IPC204_22.62349_120.29602_2021_09_25_10_06_50.jpg,694,360,773,415,D12,,320795
IPC204_22.62349_120.29602_2021_09_25_10_06_50.jpg,287,473,419,712,D00,,298328
IPC204_22.62349_120.29602_2021_09_25_10_06_50.jpg,938,525,1095,718,D00,,786210
IPC202_23.19253_120.3323_2021_11_23_15_32_28.jpg,492,355,608,717,D00,,435936
IPC202_23.04253_120.20486_2022_04_19_12_52_36.jpg,362,340,520,411,D00,,213720
IPC202_23.04253_120.20486_2022_04_19_12_52_36.jpg,1687,887,1917,945,D10,,1811565
IPC202_23.04253_120.20486_2022_04_19_12_52_36.jpg,0,967,206,1077,D12,,221862
IPC202_23.04253_120.20486_2022_04_19_12_52_36.jpg,1389,562,1487,670,D00,,996290
IPC202_23.04253_120.20486_2022_04_19_12_52_36.jpg,1255,438,1394,571,D20,,795974
IPC202_23.02216_120.20778_2020_11_23_11_25_27.jpg,830,634,912,710,D41,,647520
IPC202_22.94462_120.24807_2020_11_23_13_06_01.jpg,534,524,918,611,D10,,560898
IPC202_22.94462_120.24807_2020_11_23_13_06_01.jpg,1070,594,1258,630,D10,,792540
IPC202_23.03951_120.2219_2022_04_19_12_28_00.jpg,859,266,954,487,D00,,464598
IPC202_23.03951_120.2219_2022_04_19_12_28_00.jpg,598,812,731,1076,D00,,786556
IPC202_22.96831_120.23496_2020_11_23_12_27_44.jpg,415,638,502,666,D10,,334332
IPC202_22.96831_120.23496_2020_11_23_12_27_44.jpg,559,472,635,493,D41,,313055
IPC202_22.96831_120.23496_2020_11_23_12_27_44.jpg,201,588,353,705,D00,,248865
IPC202_22.96831_120.23496_2020_11_23_12_27_44.jpg,335,515,452,609,D00,,275268
IPC202_22.96831_120.23496_2020_11_23_12_27_44.jpg,222,519,450,695,D00,,312750
IPC202_22.96831_120.23496_2020_11_23_12_27_44.jpg,896,631,946,709,D00,,670714
IPC202_23.00576_120.2157_2021_11_08_14_43_11_1095.jpg,1037,603,1210,719,D20,,869990
IPC202_23.00576_120.2157_2021_11_08_14_43_11_1095.jpg,102,484,204,514,D10,,104856
IPC202_23.00576_120.2157_2021_11_08_14_43_11_1095.jpg,217,636,402,720,D12,,289440
IPC202_23.00576_120.2157_2021_11_08_14_43_11_1095.jpg,241,498,519,615,D20,,319185
IPC202_23.00576_120.2157_2021_11_08_14_43_11_1095.jpg,784,516,1051,658,D20,,691558
IPC202_23.00576_120.2157_2021_11_08_14_43_11_1095.jpg,0,522,144,561,D10,,80784
IPC202_23.00576_120.2157_2021_11_08_14_43_11_1095.jpg,894,663,1008,719,D40,,724752
IPC202_23.27658_120.30968_2021_12_18_13_36_25.jpg,599,462,709,601,D00,,426109
IPC202_23.06103_120.182_2022_04_19_13_53_17.jpg,,,,,,,0
IPC202_23.03933_120.20191_2022_04_19_14_18_03.jpg,204,355,433,446,D00,,193118
IPC202_23.03933_120.20191_2022_04_19_14_18_03.jpg,1005,335,1046,438,D00,,458148
IPC202_23.03933_120.20191_2022_04_19_14_18_03.jpg,1498,386,1601,443,D00,,709243
IPC202_23.03945_120.21264_2022_04_19_12_42_12.jpg,1320,374,1509,557,D00,,840513
IPC202_23.06739_120.16865_2022_04_19_14_05_45.jpg,1372,347,1582,502,D00,,794164
IPC202_23.061_120.20759_2022_04_19_13_43_19.jpg,,,,,,,0
IPC202_23.04148_120.20952_2022_04_19_13_03_50.jpg,710,356,820,507,D00,,415740
IPC202_23.30917_120.32413_2021_12_18_12_50_49.jpg,912,412,1080,712,D00,,768960
IPC202_23.30917_120.32413_2021_12_18_12_50_49.jpg,842,304,971,518,D00,,502978
S__8618005.jpg,,,,,,,0
IPC204_22.62716_120.28371_2021_04_24_11_54_52.jpg,264,335,393,442,D00,,173706
IPC204_22.62716_120.28371_2021_04_24_11_54_52.jpg,0,479,232,717,D00,,166344
IPC204_22.63434_120.29901_2021_04_24_11_44_51.jpg,,,,,,,0
IPC204_22.63017_120.31331_2021_05_01_10_30_38.jpg,,,,,,,0
IPC202_23.01121_120.2255_2022_04_19_15_05_18.jpg,42,297,114,525,D00,,59850
IPC202_22.958_120.1737_2021_08_20_11_23_46.jpg,220,340,389,480,D42,,186720
IPC202_22.958_120.1737_2021_08_20_11_23_46.jpg,30,514,248,712,D42,,176576
IPC202_23.19696_120.30008_2021_11_23_15_01_15.jpg,0,632,75,719,D00,,53925
IPC202_22.98973_120.16697_2021_08_20_12_31_22.jpg,74,522,254,717,D00,,182118
IPC202_22.98973_120.16697_2021_08_20_12_31_22.jpg,80,348,422,709,D00,,299198
IPC202_23.31065_120.27568_2021_12_18_11_20_39.jpg,,,,,,,0
IPC202_22.96368_120.23714_2020_11_23_12_29_52.jpg,526,473,645,705,D00,,454725
IPC202_23.05342_120.21006_2022_04_19_13_19_00.jpg,1578,445,1791,593,D00,,1062063
IPC202_22.99006_120.2485_2022_03_04_11_50_03.jpg,1150,456,1232,500,D41,,616000
IPC202_23.05529_120.17723_2022_04_19_14_10_20.jpg,,,,,,,0
IPC204_22.65202_120.3088_2021_09_25_10_25_16.jpg,,,,,,,0
IPC202_22.9983_120.25436_2021_12_08_12_44_06_4764.jpg,284,324,384,409,D00,,157056
IPC202_22.9983_120.25436_2021_12_08_12_44_06_4764.jpg,128,403,292,529,D00,,154468
IPC202_22.9983_120.25436_2021_12_08_12_44_06_4764.jpg,1,558,103,708,D00,,72924
IPC202_23.04066_120.21387_2022_04_19_13_05_28.jpg,215,542,552,595,D10,,328440
IPC202_23.04066_120.21387_2022_04_19_13_05_28.jpg,645,337,734,369,D41,,270846
IPC202_23.04066_120.21387_2022_04_19_13_05_28.jpg,937,574,1042,1080,D00,,1125360
IPC202_23.00245_120.22478_2022_01_21_13_50_25.jpg,0,665,166,824,D00,,136784
IPC202_23.00245_120.22478_2022_01_21_13_50_25.jpg,1281,458,1605,1066,D00,,1710930
IPC204_22.61416_120.30447_2021_04_05_09_21_33.jpg,779,131,853,208,D00,,177424
IPC204_22.61416_120.30447_2021_04_05_09_21_33.jpg,216,662,251,719,D00,,180469
IPC202_23.01142_120.22298_2022_01_21_14_04_40.jpg,1078,415,1192,518,D20,,617456
IPC204_22.61792_120.3111_2021_10_03_09_04_42.jpg,286,510,422,709,D00,,299198
IPC204_22.61792_120.3111_2021_10_03_09_04_42.jpg,885,534,1277,696,D20,,888792
IPC202_23.04227_120.21183_2022_04_19_12_41_06.jpg,1463,478,1743,692,D20,,1206156
IPC202_23.04227_120.21183_2022_04_19_12_41_06.jpg,1021,746,1402,1079,D20,,1512758
IPC202_23.05108_120.18057_2022_04_19_14_11_19.jpg,540,536,611,604,D00,,369044
IPC202_23.05108_120.18057_2022_04_19_14_11_19.jpg,112,777,379,1071,D00,,405909
IPC204_22.63577_120.29718_2021_09_25_09_45_46.jpg,348,310,463,337,D41,,156031
IPC204_22.63577_120.29718_2021_09_25_09_45_46.jpg,153,469,279,547,D12,,152613
IPC204_22.63577_120.29718_2021_09_25_09_45_46.jpg,779,460,903,554,D12,,500262
IPC204_22.63577_120.29718_2021_09_25_09_45_46.jpg,853,310,956,337,D41,,322172
IPC204_22.63577_120.29718_2021_09_25_09_45_46.jpg,488,452,686,497,D12,,340942
IPC204_22.63577_120.29718_2021_09_25_09_45_46.jpg,371,459,489,521,D12,,254769
IPC202_23.27637_120.30875_2021_12_18_13_36_36.jpg,347,544,527,629,D21,,331483
IPC202_23.27637_120.30875_2021_12_18_13_36_36.jpg,574,666,600,719,D00,,431400
IPC202_23.27637_120.30875_2021_12_18_13_36_36.jpg,416,427,474,522,D00,,247428
IPC202_23.27637_120.30875_2021_12_18_13_36_36.jpg,585,235,649,464,D00,,301136
IPC202_22.99857_120.22954_2021_10_25_15_11_49.jpg,453,530,486,591,D00,,287226
IPC202_23.21303_120.35034_2021_11_23_15_25_32.jpg,479,229,555,321,D00,,178155
IPC202_23.21303_120.35034_2021_11_23_15_25_32.jpg,102,495,312,717,D20,,223704
IPC202_23.21303_120.35034_2021_11_23_15_25_32.jpg,104,486,318,719,D12,,228642
IPC202_23.23271_120.35183_2021_11_23_15_55_21.jpg,666,538,924,589,D10,,544236
IPC202_23.23271_120.35183_2021_11_23_15_55_21.jpg,470,279,646,409,D20,,264214
IPC202_23.23271_120.35183_2021_11_23_15_55_21.jpg,726,420,950,461,D10,,437950
IPC202_23.23271_120.35183_2021_11_23_15_55_21.jpg,343,426,626,713,D20,,446338
IPC204_22.6542_120.30165_2021_09_25_09_36_55.jpg,,,,,,,0
IPC202_22.97359_120.22069_2020_11_23_12_09_20.jpg,509,590,654,642,D12,,419868
IPC202_22.97359_120.22069_2020_11_23_12_09_20.jpg,451,662,558,714,D12,,398412
IPC202_22.98213_120.20553_2022_03_04_13_10_24.jpg,1289,360,1348,420,D00,,566160
IPC202_22.98213_120.20553_2022_03_04_13_10_24.jpg,944,497,1148,1080,D12,,1239840
IPC202_22.98213_120.20553_2022_03_04_13_10_24.jpg,1117,349,1354,426,D60,,576804
IPC202_23.01123_120.2255_2022_04_19_15_02_08.jpg,45,304,114,527,D00,,60078
IPC202_23.19171_120.3343_2021_11_23_15_35_09.jpg,336,354,574,493,D20,,282982
IPC202_23.19171_120.3343_2021_11_23_15_35_09.jpg,205,493,532,712,D20,,378784
IPC202_23.04777_120.18343_2022_04_19_14_12_33.jpg,0,640,266,753,D12,,200298
IPC202_22.98365_120.24862_2022_03_04_11_49_15.jpg,460,412,744,733,D00,,545352
IPC202_22.98365_120.24862_2022_03_04_11_49_15.jpg,849,233,902,286,D00,,257972
IPC202_22.98365_120.24862_2022_03_04_11_49_15.jpg,740,371,922,565,D12,,520930
IPC202_22.98365_120.24862_2022_03_04_11_49_15.jpg,134,416,722,1080,D00,,779760
IPC202_23.06442_120.17254_2022_02_10_13_49_26_3860.jpg,1574,397,1636,425,D41,,695300
IPC204_22.67461_120.31023_2021_09_25_10_35_09.jpg,669,497,747,561,D12,,419067
IPC202_23.04079_120.21391_2022_04_19_12_47_31.jpg,997,608,1040,710,D00,,738400
IPC204_22.62381_120.31304_2021_10_03_09_28_18.jpg,936,435,1046,533,D00,,557518
IPC204_22.62381_120.31304_2021_10_03_09_28_18.jpg,1019,514,1236,718,D00,,887448
