filename,xmin,ymin,xmax,ymax,class
305012.jpg,3,393,218,611,D12
305012.jpg,387,357,819,536,D20
305012.jpg,566,260,768,335,D20
305012.jpg,141,235,309,361,D20
305016.jpg,0,767,519,954,D12
305016.jpg,843,768,1305,954,D20
305016.jpg,1409,753,1548,849,D20
305016.jpg,1602,609,1704,739,D20
305016.jpg,1517,831,1704,957,D20
305016.jpg,192,624,452,744,D12
305017.jpg,1464,494,1698,654,D30
305017.jpg,631,639,1173,955,D35
305017.jpg,1100,582,1183,614,D40
305017.jpg,1359,706,1500,802,D20
305017.jpg,130,536,393,671,D12
305017.jpg,1274,630,1385,695,D20
305017.jpg,1470,521,1702,656,D20
305017.jpg,1508,801,1702,952,D20
305017.jpg,0,687,444,925,D20
305050.jpg,346,646,525,863,D12
305050.jpg,298,969,561,1267,D20
305050.jpg,346,647,528,864,D20
305050.jpg,385,594,440,627,D40
305050.jpg,396,482,480,514,D40
305228.jpg,480,541,585,613,D40
305228.jpg,607,761,799,1705,D00
305228.jpg,182,934,391,1706,D00
305231.jpg,106,463,238,698,D00
305231.jpg,567,640,756,1043,D12
305231.jpg,432,596,517,662,D40
305235.jpg,754,984,934,1474,D00
305235.jpg,443,640,651,741,D40
305240.jpg,539,722,642,778,D40
305245.jpg,288,610,704,855,D35
305245.jpg,425,567,489,600,D40
305245.jpg,445,877,541,932,D40
305247.jpg,385,1600,561,1705,D40
305247.jpg,380,464,480,528,D20
305247.jpg,363,679,535,749,D40
305247.jpg,373,793,546,904,D40
305819.jpg,460,670,572,730,D40
305819.jpg,336,940,731,1394,D20
305819.jpg,566,570,691,738,D12
305819.jpg,382,566,537,659,D12
305887.jpg,377,270,574,469,D00
305887.jpg,65,729,739,1190,D40
305887.jpg,285,507,635,613,D40
305888.jpg,4,1007,172,1206,D20
305888.jpg,0,709,307,769,D10
305888.jpg,344,628,847,762,D40
305888.jpg,515,365,810,558,D00
305888.jpg,82,920,616,1330,D40
306739.jpg,14,975,264,1178,D12
306739.jpg,12,976,273,1181,D20
306739.jpg,485,506,764,660,D20
306739.jpg,230,497,437,724,D20
306739.jpg,468,702,950,918,D20
306739.jpg,468,940,956,1201,D20
306748.jpg,328,0,748,142,D20
306748.jpg,0,909,142,1188,D00
306803.jpg,438,439,894,578,D20
306907.jpg,243,601,587,816,D20
306907.jpg,105,1264,665,1702,D20
307147.jpg,552,893,694,1380,D00
307147.jpg,476,699,703,1392,D00
307149.jpg,600,733,951,1128,D00
307149.jpg,721,875,956,1128,D00
307153.jpg,9,1193,553,1699,D12
307153.jpg,8,785,312,1103,D00
307153.jpg,0,1173,574,1690,D20
307153.jpg,284,1032,481,1129,D40
307188.jpg,429,615,500,657,D40
307207.jpg,247,669,633,924,D35
307237.jpg,906,573,990,620,D40
307251.jpg,123,792,221,973,D00
307251.jpg,111,601,274,970,D12
307251.jpg,149,596,290,724,D12
307251.jpg,5,804,81,961,D00
307251.jpg,421,1328,793,1672,D12
307251.jpg,300,621,451,683,D40
307251.jpg,366,825,512,914,D40
314552.jpg,489,1683,1215,2185,D12
316206.jpg,428,761,504,813,D40
318411.jpg,403,903,595,1045,D12
318411.jpg,554,1075,737,1259,D20
318411.jpg,724,1466,945,1705,D20
318411.jpg,382,826,544,893,D40
318447.jpg,10,1525,389,1703,D12
318447.jpg,4,615,103,702,D00
318447.jpg,377,955,436,1022,D40
318447.jpg,0,1525,247,1578,D10
318447.jpg,318,931,436,1043,D40
318447.jpg,0,615,107,702,D12
318447.jpg,308,651,407,755,D12
318447.jpg,306,644,418,873,D12
318447.jpg,224,1044,450,1286,D12
318448.jpg,407,671,609,949,D12
318449.jpg,147,973,534,1189,D35
318449.jpg,784,909,954,943,D10
318449.jpg,107,1177,584,1514,D35
318449.jpg,841,1221,955,1257,D10
318453.jpg,1160,801,1323,898,D40
318453.jpg,275,507,361,575,D00
318453.jpg,0,679,186,716,D10
318454.jpg,152,528,580,686,D42
318454.jpg,163,817,336,935,D00
318782.jpg,808,398,956,483,D40
318782.jpg,529,584,632,639,D40
318783.jpg,1,643,243,943,D12
318783.jpg,92,998,575,1317,D35
318981.jpg,776,678,918,802,D00
318981.jpg,16,738,376,991,D12
318981.jpg,9,777,567,1170,D12
318981.jpg,551,776,639,844,D40
318987.jpg,1429,632,1706,930,D20
318987.jpg,1185,621,1706,893,D20
318987.jpg,0,739,360,960,D20
318987.jpg,776,607,869,673,D40
318987.jpg,883,566,1459,815,D20
318987.jpg,0,737,397,954,D12
318988.jpg,50,1429,648,1705,D12
318988.jpg,24,510,311,778,D00
318989.jpg,2,1348,234,1629,D12
318989.jpg,328,1206,844,1642,D20
318990.jpg,476,567,794,728,D35
318999.jpg,404,253,469,310,D20
318999.jpg,761,266,878,342,D20
318999.jpg,623,741,759,1029,D12
318999.jpg,153,790,502,1025,D12
318999.jpg,845,857,946,1013,D00
318999.jpg,379,410,511,466,D40
319000.jpg,81,880,242,1050,D12
319000.jpg,636,1009,777,1119,D12
319000.jpg,351,1429,448,1705,D00
319000.jpg,462,622,682,876,D00
319000.jpg,551,733,687,874,D00
319000.jpg,428,1027,503,1123,D12
319001.jpg,468,1174,929,1587,D12
319001.jpg,371,600,507,660,D40
319001.jpg,653,712,686,761,D00
319002.jpg,1340,770,1700,960,D12
319002.jpg,1498,583,1706,649,D10
319002.jpg,423,444,527,488,D40
319005.jpg,801,643,1157,722,D10
321548.jpg,747,623,864,665,D41
321550.jpg,520,789,832,1161,D20
321550.jpg,551,354,698,476,D12
321550.jpg,548,576,761,827,D20
321550.jpg,514,1263,957,1701,D12
321550.jpg,866,432,955,529,D00
322474.jpg,915,650,959,683,D40
322475.jpg,300,1181,644,1318,D12
322475.jpg,695,734,771,766,D41
322475.jpg,630,1302,907,1705,D00
322476.jpg,185,294,297,379,D40
322476.jpg,0,471,329,626,D12
322628.jpg,158,423,642,601,D35
323001.jpg,272,776,573,938,D35
323001.jpg,353,794,525,874,D40
323304.jpg,410,315,952,661,D12
323304.jpg,452,752,528,844,D40
323647.jpg,368,491,447,576,D12
323647.jpg,240,899,277,995,D00
323647.jpg,229,574,378,892,D12
323647.jpg,403,1120,541,1668,D00
323647.jpg,382,578,657,879,D20
323647.jpg,7,543,166,716,D00
323695.jpg,198,586,805,1075,D40
323696.jpg,1222,545,1336,618,D40
323696.jpg,472,252,1050,628,D40
323720.jpg,87,903,202,1198,D00
335239.jpg,371,949,417,1041,D00
335239.jpg,342,950,568,1106,D35
336459.jpg,137,560,397,710,D20
336459.jpg,133,559,389,715,D12
336459.jpg,371,558,709,697,D40
336464.jpg,549,1286,592,1316,D40
336464.jpg,452,57,742,175,D12
336464.jpg,447,58,732,178,D20
336464.jpg,159,97,435,267,D12
336479.jpg,379,1057,834,1447,D12
336479.jpg,930,565,1011,606,D00
336479.jpg,391,1054,838,1430,D20
336479.jpg,507,611,695,817,D20
336479.jpg,452,826,716,1020,D40
336575.jpg,442,661,601,775,D40
336575.jpg,237,808,582,1010,D12
336594.jpg,242,919,622,1190,D20
336594.jpg,0,1011,178,1246,D40
336594.jpg,584,436,842,622,D12
336594.jpg,378,889,418,916,D40
336594.jpg,591,445,842,617,D20
336594.jpg,0,1265,310,1475,D20
336594.jpg,329,669,781,894,D20
336594.jpg,688,615,745,641,D40
336607.jpg,427,979,476,1014,D40
336607.jpg,328,545,411,578,D40
336607.jpg,295,642,470,720,D35
336607.jpg,301,645,472,712,D40
336705.jpg,886,209,935,301,D00
336705.jpg,858,143,928,295,D00
336705.jpg,994,722,1108,850,D40
336705.jpg,721,1307,808,1468,D40
336705.jpg,393,559,661,814,D35
336752.jpg,826,530,983,643,D20
336752.jpg,513,678,606,753,D40
336752.jpg,688,443,825,537,D20
337973.jpg,894,395,950,496,D40
337973.jpg,742,82,866,154,D00
337973.jpg,97,821,255,985,D12
337973.jpg,0,144,72,344,D00
337973.jpg,405,1107,847,1470,D20
337973.jpg,276,837,418,962,D40
354347.jpg,455,510,602,618,D40
354404.jpg,669,596,837,743,D40
430875.jpg,551,1051,723,1461,D12
430875.jpg,556,1253,831,1475,D12
430875.jpg,711,1053,985,1234,D40
430876.jpg,0,1076,960,1477,D20
430877.jpg,367,799,831,1060,D35
430877.jpg,226,814,623,1072,D35
452810.jpg,566,1040,959,1268,D12
452810.jpg,292,405,760,734,D40
482807.jpg,394,590,665,796,D40
55056.jpg,1090,422,1334,537,D20
55056.jpg,875,484,1000,601,D20
55056.jpg,570,506,713,624,D12
55056.jpg,742,701,876,853,D00
55056.jpg,585,493,915,607,D40
55056.jpg,710,492,875,581,D40
55056.jpg,960,712,1308,930,D20
55056.jpg,1148,565,1477,720,D20
61032.jpg,341,750,655,839,D40
61105.jpg,688,516,749,541,D40
61105.jpg,650,775,702,902,D00
66922.jpg,152,968,723,1131,D40
66922.jpg,695,824,749,858,D40
67369.jpg,582,1012,854,1238,D12
67369.jpg,355,475,644,743,D20
67369.jpg,303,767,680,987,D20
67369.jpg,159,991,327,1409,D20
67369.jpg,194,18,525,310,D20
67369.jpg,331,1002,521,1145,D40
67372.jpg,188,1207,646,1569,D40
67372.jpg,0,1221,245,1596,D20
67372.jpg,238,1212,503,1408,D40
67376.jpg,0,105,381,389,D60
67376.jpg,716,533,856,1122,D00
67376.jpg,184,1211,716,1596,D20
67376.jpg,306,114,388,359,D00
67376.jpg,325,1016,583,1186,D40
67381.jpg,362,1732,833,1842,D10
67381.jpg,248,840,594,982,D40
67381.jpg,73,812,257,1194,D20
67381.jpg,376,1722,855,1904,D12
67381.jpg,167,431,809,845,D20
67395.jpg,524,872,853,1096,D12
67395.jpg,5,347,152,558,D00
67395.jpg,375,415,844,924,D20
67395.jpg,186,1125,858,1897,D20
67395.jpg,172,106,375,326,D00
67395.jpg,268,944,497,1073,D40
67396.jpg,36,1224,851,1907,D20
67396.jpg,168,854,659,1099,D40
67396.jpg,197,634,674,887,D20
67396.jpg,106,1087,754,1445,D20
67396.jpg,304,899,515,1075,D40
67402.jpg,113,1066,300,1289,D20
67402.jpg,316,1064,501,1243,D40
67413.jpg,8,780,294,1195,D20
67413.jpg,332,875,552,999,D40
67416.jpg,26,1254,801,1907,D20
67416.jpg,77,717,712,1064,D40
67683.jpg,444,780,491,813,D40
67683.jpg,370,810,649,1079,D20
67683.jpg,428,709,464,734,D40
67683.jpg,281,652,425,811,D12
67725.jpg,0,391,54,453,D00
67725.jpg,215,174,283,232,D00
67725.jpg,199,1055,305,1269,D40
67725.jpg,73,315,133,362,D00
68078.jpg,152,779,370,949,D20
68078.jpg,473,714,663,879,D20
68078.jpg,257,956,329,1059,D40
68078.jpg,310,763,467,831,D40
68078.jpg,103,1167,219,1244,D40
68079.jpg,117,570,391,681,D12
68079.jpg,203,704,267,743,D40
68079.jpg,124,573,398,686,D20
68079.jpg,41,1148,445,1414,D12
68079.jpg,81,766,590,998,D20
68079.jpg,332,1005,482,1089,D40
68080.jpg,474,857,718,1045,D20
68080.jpg,0,733,269,871,D20
68080.jpg,518,1076,642,1132,D40
68080.jpg,354,578,609,782,D20
68080.jpg,184,867,723,1007,D20
68080.jpg,477,751,527,784,D40
68080.jpg,278,1027,500,1092,D40
68080.jpg,554,791,609,828,D40
68110.jpg,15,950,369,1222,D20
68110.jpg,328,612,532,784,D20
68110.jpg,571,381,791,467,D20
68110.jpg,286,802,525,931,D40
68111.jpg,91,1049,395,1335,D20
68111.jpg,603,976,857,1227,D20
68111.jpg,472,728,810,1017,D20
68111.jpg,267,360,463,478,D20
68111.jpg,222,886,448,1032,D40
68119.jpg,317,1080,558,1227,D40
68154.jpg,281,1346,553,1898,D12
68154.jpg,507,659,644,782,D12
68154.jpg,174,813,266,1115,D40
68154.jpg,515,961,798,1294,D40
68161.jpg,23,773,298,1023,D12
68161.jpg,142,366,333,440,D20
68161.jpg,442,1035,618,1266,D40
68164.jpg,479,794,608,883,D21
68164.jpg,16,1080,507,1457,D40
68164.jpg,503,1104,833,1422,D12
68183.jpg,16,1074,218,1894,D00
68183.jpg,17,1438,144,1906,D00
68183.jpg,187,760,666,1163,D40
68183.jpg,188,750,672,1167,D35
68186.jpg,540,815,853,1353,D20
68186.jpg,10,907,322,1322,D20
68186.jpg,7,889,535,1345,D40
68186.jpg,0,811,858,1397,D40
68186.jpg,550,816,858,1351,D40
68208.jpg,160,543,473,654,D20
68208.jpg,504,502,852,810,D20
68208.jpg,193,803,738,1035,D40
68224.jpg,65,405,316,611,D12
68224.jpg,307,900,520,1147,D40
68251.jpg,362,554,437,607,D20
68251.jpg,180,1008,242,1201,D00
68251.jpg,314,778,473,830,D12
68251.jpg,260,1004,599,1194,D20
68251.jpg,252,583,318,803,D00
68251.jpg,304,841,479,988,D40
68264.jpg,146,867,435,1122,D40
68264.jpg,529,922,670,1052,D40
68294.jpg,100,923,284,1130,D20
68294.jpg,610,83,857,243,D20
68294.jpg,475,1184,855,1700,D20
68294.jpg,320,906,572,1120,D40
68485.jpg,262,237,441,320,D12
68485.jpg,506,742,577,798,D40
68485.jpg,355,1007,431,1056,D40
68485.jpg,268,825,615,1014,D20
68485.jpg,459,340,537,696,D00
68485.jpg,312,512,428,732,D12
68485.jpg,353,751,460,810,D40
68506.jpg,392,963,443,1016,D40
68506.jpg,199,555,409,721,D12
68506.jpg,174,1797,282,1907,D40
68506.jpg,289,1003,444,1152,D40
68509.jpg,422,1148,514,1268,D40
68509.jpg,194,548,452,962,D12
68521.jpg,283,1220,401,1906,D00
68521.jpg,514,895,570,1053,D40
68523.jpg,349,1001,486,1192,D40
68525.jpg,382,1062,441,1193,D40
68525.jpg,373,929,450,1187,D40
68525.jpg,384,937,443,1053,D40
68605.jpg,493,628,723,700,D40
68605.jpg,235,736,299,765,D40
68605.jpg,500,1115,635,1249,D40
68605.jpg,80,980,214,1093,D40
68605.jpg,135,884,211,960,D40
68606.jpg,7,1173,142,1336,D40
68606.jpg,31,832,832,1303,D40
68625.jpg,605,1023,675,1121,D40
68632.jpg,188,1092,673,1339,D40
69022.jpg,391,155,588,206,D10
69022.jpg,657,565,849,637,D10
69022.jpg,270,124,591,212,D10
69022.jpg,0,372,59,415,D40
69022.jpg,363,907,554,1047,D40
69026.jpg,335,1081,652,1326,D20
69026.jpg,143,711,309,836,D40
69026.jpg,482,812,704,948,D40
69027.jpg,376,761,443,801,D40
69027.jpg,234,743,440,830,D20
69027.jpg,534,739,602,783,D40
69027.jpg,674,560,755,726,D00
69579.jpg,26,1228,833,1903,D20
69583.jpg,0,1276,302,1895,D20
69583.jpg,12,569,691,1097,D20
69583.jpg,315,1137,516,1252,D40
69604.jpg,469,1093,518,1172,D40
69604.jpg,127,371,278,640,D00
69607.jpg,338,842,529,1907,D00
69607.jpg,0,199,169,681,D00
69610.jpg,409,905,512,1252,D35
69610.jpg,413,912,504,1155,D40
69610.jpg,413,466,463,888,D00
69610.jpg,10,362,223,737,D00
69778.jpg,148,207,249,569,D00
69783.jpg,63,1323,816,1901,D20
69783.jpg,244,312,659,837,D20
69783.jpg,367,862,527,971,D40
69784.jpg,422,1152,525,1400,D40
69784.jpg,376,596,560,821,D40
69784.jpg,375,561,412,596,D40
69784.jpg,397,928,544,1134,D40
69784.jpg,363,460,411,524,D40
69784.jpg,406,1427,481,1532,D40
69786.jpg,578,743,670,814,D40
69786.jpg,32,625,212,932,D00
69786.jpg,654,265,748,614,D00
69786.jpg,621,843,717,927,D40
69786.jpg,682,1005,758,1068,D40
69863.jpg,475,1027,589,1104,D40
70056.jpg,289,1423,405,1797,D40
70056.jpg,350,794,657,1074,D35
70056.jpg,258,1134,428,1450,D35
70056.jpg,341,786,655,1062,D40
70056.jpg,291,1125,409,1422,D40
70058.jpg,156,1112,565,1326,D40
70058.jpg,333,1121,562,1275,D40
70063.jpg,169,917,625,1275,D35
70069.jpg,202,601,653,1180,D40
70071.jpg,21,814,397,1410,D40
70071.jpg,13,1144,211,1386,D40
70071.jpg,293,719,438,844,D40
70071.jpg,318,662,428,713,D40
70082.jpg,407,523,532,592,D12
70082.jpg,389,1212,698,1480,D20
70082.jpg,384,839,783,1011,D20
70082.jpg,397,840,771,1005,D12
70082.jpg,412,1018,560,1158,D40
70096.jpg,0,876,67,962,D00
70096.jpg,264,1221,567,1363,D40
77652.jpg,278,919,567,1268,D35
77818.jpg,414,1350,717,1896,D40
77818.jpg,418,1286,723,1885,D35
77850.jpg,0,148,162,367,D20
77850.jpg,507,827,855,1101,D20
77850.jpg,10,1107,284,1227,D20
77850.jpg,0,1566,342,1769,D20
77850.jpg,630,190,858,388,D20
77850.jpg,2,393,849,820,D20
77850.jpg,9,874,337,1090,D20
77850.jpg,1,1237,324,1543,D20
77853.jpg,321,1001,462,1119,D40
77854.jpg,281,1049,410,1170,D40
77854.jpg,283,1078,377,1145,D40
78253.jpg,100,824,781,1906,D20
78253.jpg,406,787,495,832,D40
78257.jpg,48,1124,749,1434,D20
78257.jpg,555,933,721,1102,D20
78257.jpg,7,1265,718,1897,D20
78257.jpg,324,962,552,1094,D40
78261.jpg,329,949,730,1187,D40
78261.jpg,42,1207,819,1552,D20
78261.jpg,57,700,834,961,D20
78261.jpg,25,1251,850,1905,D20
78261.jpg,365,981,568,1179,D40
78263.jpg,501,727,857,876,D20
78263.jpg,3,728,371,871,D20
78263.jpg,121,367,472,717,D20
78263.jpg,0,897,280,1213,D20
78263.jpg,616,904,858,1274,D20
78263.jpg,0,735,847,875,D20
78263.jpg,21,1264,831,1897,D20
78263.jpg,307,988,578,1220,D40
78265.jpg,38,222,101,261,D00
78265.jpg,201,1027,838,1389,D20
78265.jpg,8,1425,857,1905,D20
78265.jpg,242,797,553,1001,D40
78267.jpg,465,351,622,628,D20
78267.jpg,0,1251,851,1902,D20
78267.jpg,633,1099,779,1225,D40
78267.jpg,51,806,578,1215,D40
78270.jpg,49,948,784,1271,D20
78270.jpg,17,1276,812,1906,D20
78270.jpg,262,750,545,917,D40
78273.jpg,202,345,254,476,D00
78273.jpg,289,917,612,1146,D40
78275.jpg,0,875,133,1073,D20
78275.jpg,383,1360,589,1500,D40
78275.jpg,268,1066,583,1341,D40
78280.jpg,210,318,428,457,D20
78280.jpg,36,695,384,919,D20
78280.jpg,109,517,421,700,D20
78280.jpg,4,945,325,1476,D20
78280.jpg,212,318,422,452,D12
78280.jpg,357,1013,524,1154,D40
78283.jpg,199,1861,255,1900,D40
78283.jpg,0,805,269,1090,D20
78283.jpg,502,767,858,1070,D20
78283.jpg,314,874,484,984,D40
78285.jpg,361,374,466,823,D00
78285.jpg,374,870,456,922,D40
78285.jpg,335,915,630,1298,D40
78293.jpg,288,1143,462,1243,D40
78295.jpg,385,1113,642,1294,D40
78316.jpg,387,803,459,983,D00
78331.jpg,546,92,654,185,D20
78331.jpg,322,176,485,600,D20
78331.jpg,648,222,852,480,D12
78331.jpg,348,752,495,915,D40
78331.jpg,56,1181,667,1897,D20
78331.jpg,266,585,509,731,D20
78331.jpg,224,729,591,1141,D40
78332.jpg,490,867,798,1202,D20
78332.jpg,304,853,475,986,D40
78332.jpg,339,646,844,842,D20
78339.jpg,300,821,587,1763,D00
78594.jpg,223,687,629,948,D20
78594.jpg,723,469,857,625,D20
78594.jpg,2,988,268,1408,D20
78594.jpg,271,956,716,1293,D40
78647.jpg,236,555,652,897,D12
78647.jpg,627,0,739,81,D00
78647.jpg,27,1436,822,1907,D20
78647.jpg,202,905,617,1356,D40
78649.jpg,398,845,557,992,D40
78650.jpg,315,660,668,851,D20
78650.jpg,362,863,569,1000,D40
78651.jpg,120,975,677,1270,D40
78652.jpg,461,1161,558,1250,D40
78652.jpg,268,1273,720,1476,D12
78652.jpg,329,943,560,1119,D40
78656.jpg,193,1291,798,1903,D20
78656.jpg,163,191,246,229,D40
78656.jpg,276,905,597,1246,D20
78656.jpg,349,796,461,875,D40
78657.jpg,275,1198,746,1771,D20
78657.jpg,242,866,567,1171,D40
78658.jpg,5,1241,678,1634,D20
78658.jpg,216,936,689,1225,D40
78665.jpg,241,325,622,534,D20
78665.jpg,0,209,57,243,D40
78665.jpg,207,391,672,644,D20
78665.jpg,272,256,579,426,D20
78665.jpg,267,190,506,308,D20
78665.jpg,125,649,770,980,D20
78665.jpg,13,1239,851,1907,D20
78665.jpg,263,997,462,1165,D40
78666.jpg,424,1043,847,1363,D20
78666.jpg,27,783,484,936,D20
78666.jpg,350,262,397,351,D00
78666.jpg,0,1464,846,1901,D20
78666.jpg,0,287,61,363,D00
78666.jpg,194,268,224,357,D00
78666.jpg,611,384,787,465,D20
78666.jpg,187,362,435,454,D20
78666.jpg,85,954,402,1150,D40
78669.jpg,610,404,816,475,D20
78669.jpg,0,504,119,683,D00
78669.jpg,188,958,630,1260,D40
78670.jpg,232,1225,851,1904,D20
78670.jpg,583,404,779,534,D00
78670.jpg,375,713,497,791,D40
78670.jpg,318,935,448,1014,D40
78676.jpg,318,510,605,709,D20
78676.jpg,0,318,119,484,D00
78676.jpg,192,738,627,1125,D40
78678.jpg,523,898,705,1070,D20
78678.jpg,671,607,849,694,D20
78678.jpg,273,510,441,650,D20
78678.jpg,0,700,135,801,D20
78678.jpg,431,1301,585,1432,D40
78678.jpg,227,786,504,917,D40
78679.jpg,700,386,858,613,D20
78679.jpg,230,844,524,932,D20
78679.jpg,467,1263,784,1586,D20
78679.jpg,703,393,857,608,D12
78679.jpg,0,1380,209,1791,D12
78679.jpg,265,947,506,1110,D40
78680.jpg,294,683,529,822,D20
78680.jpg,588,511,858,676,D20
78680.jpg,272,837,534,986,D40
78682.jpg,0,1078,672,1578,D20
78682.jpg,193,679,560,1055,D40
78683.jpg,398,376,505,421,D20
78683.jpg,243,810,604,1058,D40
78684.jpg,344,912,532,1031,D40
78685.jpg,271,542,407,619,D20
78685.jpg,316,665,407,710,D40
78685.jpg,261,736,549,888,D40
78691.jpg,91,722,730,1167,D40
78692.jpg,132,690,281,779,D20
78692.jpg,186,475,326,622,D20
78692.jpg,236,918,643,1149,D40
78695.jpg,213,724,573,952,D40
78695.jpg,198,393,681,649,D35
78695.jpg,158,724,639,1202,D40
78698.jpg,380,661,707,803,D20
78698.jpg,292,475,498,623,D20
78698.jpg,215,919,622,1248,D40
78699.jpg,313,920,536,1236,D40
78699.jpg,337,922,524,1047,D40
78700.jpg,317,730,706,936,D20
78700.jpg,134,950,316,1357,D20
78700.jpg,345,948,546,1098,D40
78801.jpg,294,932,491,1017,D40
78805.jpg,372,1105,652,1284,D40
78808.jpg,387,1098,459,1221,D40
78808.jpg,514,216,549,346,D00
78808.jpg,535,403,604,669,D00
78808.jpg,42,319,222,499,D00
78808.jpg,612,1135,766,1822,D00
78808.jpg,515,209,605,659,D00
78810.jpg,46,908,351,1101,D20
78810.jpg,32,1170,798,1897,D20
78810.jpg,159,589,572,911,D20
78810.jpg,366,935,559,1076,D40
78813.jpg,83,1457,329,1710,D12
78813.jpg,416,1004,527,1210,D40
78819.jpg,375,478,468,627,D20
78819.jpg,356,658,449,768,D20
78819.jpg,303,793,462,971,D40
78820.jpg,573,1479,691,1631,D20
78820.jpg,404,774,491,887,D20
78820.jpg,485,1063,595,1208,D20
78820.jpg,282,1224,509,1756,D12
78823.jpg,12,1447,114,1730,D00
78823.jpg,1,897,285,1409,D20
78823.jpg,510,516,858,1254,D12
78823.jpg,102,384,356,855,D12
78827.jpg,567,1462,857,1907,D12
78827.jpg,184,748,527,841,D40
78827.jpg,3,564,225,628,D40
78827.jpg,165,868,791,1100,D40
78833.jpg,0,354,178,550,D12
78833.jpg,316,376,523,628,D20
78833.jpg,743,363,857,542,D00
78833.jpg,367,181,526,348,D12
78833.jpg,567,241,692,356,D20
78833.jpg,203,692,614,990,D20
78833.jpg,0,1478,727,1907,D20
78833.jpg,32,982,766,1456,D40
78839.jpg,278,1177,857,1903,D12
78839.jpg,301,716,576,856,D40
79661.jpg,2,1416,336,1491,D10
79661.jpg,262,244,341,412,D00
79661.jpg,438,1404,857,1498,D10
79661.jpg,411,917,572,1030,D40
79675.jpg,493,974,843,1156,D12
79675.jpg,412,544,727,815,D35
