filename,width,height,class,xmin,ymin,xmax,ymax
IPC204_22.62794_120.29235_2021_04_05_09_02_20.jpg,1280,720,D21,1030,625,1217,719
IPC204_22.62794_120.29235_2021_04_05_09_02_20.jpg,1280,720,D21,861,610,1167,708
IPC204_22.62794_120.29235_2021_04_05_09_02_20.jpg,1280,720,D60,579,127,678,154
IPC202_23.00299_120.18195_2021_10_25_16_00_20.jpg,1280,720,D00,662,425,720,720
IPC202_23.00299_120.18195_2021_10_25_16_00_20.jpg,1280,720,D21,997,366,1105,432
IPC202_23.00299_120.18195_2021_10_25_16_00_20.jpg,1280,720,D21,1111,361,1223,439
IPC202_23.00299_120.18195_2021_10_25_16_00_20.jpg,1280,720,D41,1005,374,1121,437
IPC202_22.97948_120.19209_2021_08_20_11_00_11.jpg,1280,720,D00,1102,475,1279,703
IPC202_22.97948_120.19209_2021_08_20_11_00_11.jpg,1280,720,D00,915,324,1084,462
IPC202_22.98972_120.20171_2021_08_20_10_51_18.jpg,1280,720,D20,402,218,538,339
IPC202_22.98972_120.20171_2021_08_20_10_51_18.jpg,1280,720,D12,279,445,395,551
IPC202_22.98972_120.20171_2021_08_20_10_51_18.jpg,1280,720,D12,398,221,537,349
IPC202_23.00382_120.17988_2021_10_25_15_54_50.jpg,1280,720,D00,659,306,838,375
IPC204_22.61719_120.29845_2021_09_25_10_04_35.jpg,1280,720,D00,962,380,1110,488
IPC204_22.61719_120.29845_2021_09_25_10_04_35.jpg,1280,720,D00,963,282,1053,325
IPC204_22.61719_120.29845_2021_09_25_10_04_35.jpg,1280,720,D00,1109,341,1279,425
IPC204_22.61719_120.29845_2021_09_25_10_04_35.jpg,1280,720,D00,448,272,492,306
IPC204_22.61719_120.29845_2021_09_25_10_04_35.jpg,1280,720,D00,856,607,912,720
IPC204_22.61719_120.29845_2021_09_25_10_04_35.jpg,1280,720,D00,318,366,378,418
IPC204_22.61719_120.29845_2021_09_25_10_04_35.jpg,1280,720,D00,699,250,728,307
IPC204_22.61719_120.29845_2021_09_25_10_04_35.jpg,1280,720,D00,0,500,212,712
IPC204_22.6796_120.31901_2021_04_05_08_06_27.jpg,1280,720,D00,513,116,561,166
IPC204_22.6796_120.31901_2021_04_05_08_06_27.jpg,1280,720,D00,583,312,690,445
IPC204_22.6796_120.31901_2021_04_05_08_06_27.jpg,1280,720,D00,644,245,772,350
IPC204_22.6796_120.31901_2021_04_05_08_06_27.jpg,1280,720,D00,1029,568,1213,718
IPC204_22.6796_120.31901_2021_04_05_08_06_27.jpg,1280,720,D00,1177,248,1279,315
IPC204_22.6796_120.31901_2021_04_05_08_06_27.jpg,1280,720,D00,759,335,914,474
IPC204_22.6796_120.31901_2021_04_05_08_06_27.jpg,1280,720,D00,868,436,1001,544
IPC204_22.6796_120.31901_2021_04_05_08_06_27.jpg,1280,720,D00,903,465,1210,718
IPC204_22.6796_120.31901_2021_04_05_08_06_27.jpg,1280,720,D00,1027,182,1141,235
IPC204_22.6796_120.31901_2021_04_05_08_06_27.jpg,1280,720,D00,722,492,878,720
IPC204_22.61623_120.29883_2021_09_25_09_56_22.jpg,1280,720,D00,328,413,427,549
IPC204_22.61623_120.29883_2021_09_25_09_56_22.jpg,1280,720,D00,480,257,547,336
IPC204_22.61623_120.29883_2021_09_25_09_56_22.jpg,1280,720,D00,775,261,873,341
IPC204_22.61623_120.29883_2021_09_25_09_56_22.jpg,1280,720,D00,208,418,425,717
IPC204_22.61623_120.29883_2021_09_25_09_56_22.jpg,1280,720,D00,1149,556,1279,712
IPC204_22.61623_120.29883_2021_09_25_09_56_22.jpg,1280,720,D00,774,269,1001,430
IPC204_22.61623_120.29883_2021_09_25_09_56_22.jpg,1280,720,D00,209,550,327,716
IPC204_22.61623_120.29883_2021_09_25_09_56_22.jpg,1280,720,D00,908,366,1000,434
IPC204_22.61623_120.29883_2021_09_25_09_56_22.jpg,1280,720,D00,703,542,739,720
IPC204_22.61623_120.29883_2021_09_25_09_56_22.jpg,1280,720,D00,644,258,681,342
IPC204_22.63601_120.31371_2021_05_01_11_34_37.jpg,1280,720,D10,964,535,1116,573
IPC204_22.63601_120.31371_2021_05_01_11_34_37.jpg,1280,720,D10,646,533,814,571
IPC204_22.63601_120.31371_2021_05_01_11_34_37.jpg,1280,720,D00,887,455,953,532
IPC204_22.63601_120.31371_2021_05_01_11_34_37.jpg,1280,720,D10,294,525,455,563
IPC202_23.04261_120.21173_2022_04_19_12_36_32.jpg,1920,1080,D00,35,950,174,1077
IPC202_23.04261_120.21173_2022_04_19_12_36_32.jpg,1920,1080,D20,502,650,690,839
IPC202_23.04261_120.21173_2022_04_19_12_36_32.jpg,1920,1080,D00,241,697,449,893
IPC202_23.04261_120.21173_2022_04_19_12_36_32.jpg,1920,1080,D12,500,642,691,846
IPC202_23.04261_120.21173_2022_04_19_12_36_32.jpg,1920,1080,D00,1098,319,1352,648
IPC202_23.04261_120.21173_2022_04_19_12_36_32.jpg,1920,1080,D00,1352,633,1601,1077
IPC202_22.98528_120.24496_2020_11_23_15_47_16.jpg,1280,720,D00,924,455,972,493
IPC202_22.98528_120.24496_2020_11_23_15_47_16.jpg,1280,720,D00,1095,589,1187,657
IPC202_23.01122_120.22548_2022_04_19_14_49_25.jpg,1920,1080,D00,39,291,117,541
IPC202_23.04535_120.19161_2022_04_19_14_15_29.jpg,1920,1080,D00,1422,607,1796,1076
IPC202_23.31108_120.27304_2021_12_18_11_08_38.jpg,1280,720,D12,261,485,589,713
IPC202_23.31108_120.27304_2021_12_18_11_08_38.jpg,1280,720,D12,242,631,462,718
IPC202_23.31108_120.27304_2021_12_18_11_08_38.jpg,1280,720,D12,467,254,614,483
IPC202_22.98227_120.29336_2022_04_02_12_14_26.jpg,1920,1080,D12,952,550,1279,1070
IPC202_22.98227_120.29336_2022_04_02_12_14_26.jpg,1920,1080,D12,1175,261,1316,405
IPC202_23.05343_120.21085_2022_04_19_13_12_45.jpg,1920,1080,D00,1188,308,1250,409
IPC202_23.05343_120.21085_2022_04_19_13_12_45.jpg,1920,1080,D41,786,383,876,434
IPC202_23.05343_120.21085_2022_04_19_13_12_45.jpg,1920,1080,D20,1110,430,1344,682
IPC204_22.65058_120.30909_2021_09_25_10_24_59.jpg,1280,720,D12,568,285,627,416
IPC204_22.65058_120.30909_2021_09_25_10_24_59.jpg,1280,720,D12,569,317,671,477
IPC204_22.65058_120.30909_2021_09_25_10_24_59.jpg,1280,720,D00,540,519,584,717
IPC204_22.65058_120.30909_2021_09_25_10_24_59.jpg,1280,720,D00,663,481,865,717
IPC202_23.02242_120.19195_2022_01_21_12_21_43.jpg,1920,1080,D12,158,979,271,1079
IPC202_23.02242_120.19195_2022_01_21_12_21_43.jpg,1920,1080,D12,160,900,367,1074
IPC202_23.02242_120.19195_2022_01_21_12_21_43.jpg,1920,1080,D12,161,792,517,1080
IPC202_23.02242_120.19195_2022_01_21_12_21_43.jpg,1920,1080,D12,1080,451,1420,768
IPC202_23.02242_120.19195_2022_01_21_12_21_43.jpg,1920,1080,D12,626,536,981,763
IPC202_23.02242_120.19195_2022_01_21_12_21_43.jpg,1920,1080,D00,603,764,760,1075
IPC202_23.02242_120.19195_2022_01_21_12_21_43.jpg,1920,1080,D00,1428,716,1693,1073
IPC202_23.05336_120.20721_2022_04_19_13_18_03.jpg,1920,1080,D10,1079,453,1229,494
IPC202_23.18834_120.24086_2021_11_23_17_11_57.jpg,1280,720,D00,277,396,380,519
IPC202_23.18834_120.24086_2021_11_23_17_11_57.jpg,1280,720,D00,805,247,892,342
IPC202_23.18834_120.24086_2021_11_23_17_11_57.jpg,1280,720,D00,796,243,1029,477
IPC202_23.18834_120.24086_2021_11_23_17_11_57.jpg,1280,720,D00,92,528,265,718
IPC202_22.98953_120.16693_2021_08_20_12_31_20.jpg,1280,720,D00,263,304,458,509
IPC202_22.98953_120.16693_2021_08_20_12_31_20.jpg,1280,720,D00,59,344,435,712
IPC202_22.96039_120.17938_2021_08_20_11_18_36.jpg,1280,720,D42,732,514,842,703
IPC202_22.96039_120.17938_2021_08_20_11_18_36.jpg,1280,720,D42,826,432,1084,714
IPC202_22.96039_120.17938_2021_08_20_11_18_36.jpg,1280,720,D40,410,521,460,567
IPC202_22.96039_120.17938_2021_08_20_11_18_36.jpg,1280,720,D40,908,272,964,300
IPC202_22.96039_120.17938_2021_08_20_11_18_36.jpg,1280,720,D40,492,386,538,420
IPC204_22.64201_120.31435_2021_04_05_08_50_12.jpg,1280,720,D00,1003,396,1279,720
IPC204_22.64201_120.31435_2021_04_05_08_50_12.jpg,1280,720,D12,291,434,594,717
IPC204_22.64201_120.31435_2021_04_05_08_50_12.jpg,1280,720,D00,965,356,1059,469
IPC202_22.98881_120.17081_2021_08_20_13_09_02.jpg,1280,720,D00,374,305,419,329
IPC202_22.98881_120.17081_2021_08_20_13_09_02.jpg,1280,720,D00,891,375,957,713
IPC202_22.98881_120.17081_2021_08_20_13_09_02.jpg,1280,720,D00,443,247,523,292
IPC202_22.98881_120.17081_2021_08_20_13_09_02.jpg,1280,720,D00,300,345,343,371
IPC202_23.04273_120.20407_2022_04_19_12_53_46.jpg,1920,1080,D00,651,378,771,495
IPC202_23.04273_120.20407_2022_04_19_12_53_46.jpg,1920,1080,D12,489,500,792,571
IPC202_23.19502_120.30505_2021_11_23_15_01_56.jpg,1280,720,D20,140,558,360,715
IPC202_23.19502_120.30505_2021_11_23_15_01_56.jpg,1280,720,D12,380,310,506,445
IPC202_23.19502_120.30505_2021_11_23_15_01_56.jpg,1280,720,D12,140,559,356,716
IPC202_23.19502_120.30505_2021_11_23_15_01_56.jpg,1280,720,D00,395,523,499,716
IPC202_23.21623_120.10055_2021_11_18_11_50_31_967.jpg,1280,720,D40,765,536,851,617
IPC202_23.21623_120.10055_2021_11_18_11_50_31_967.jpg,1280,720,D12,759,532,859,624
IPC202_23.04412_120.19807_2022_04_19_12_55_50.jpg,1920,1080,D41,634,262,697,294
IPC202_23.04412_120.19807_2022_04_19_12_55_50.jpg,1920,1080,D00,1416,379,1728,599
IPC202_23.04412_120.19807_2022_04_19_12_55_50.jpg,1920,1080,D00,1704,577,1920,800
IPC204_22.63575_120.31353_2021_04_05_08_51_05.jpg,1280,720,D00,816,124,1140,354
IPC204_22.63575_120.31353_2021_04_05_08_51_05.jpg,1280,720,D00,87,489,157,718
IPC202_22.98107_120.24662_2020_11_23_16_10_44.jpg,1280,720,D41,486,535,559,582
IPC202_22.98107_120.24662_2020_11_23_16_10_44.jpg,1280,720,D10,1048,511,1142,537
IPC204_22.65029_120.30915_2021_09_25_10_24_55.jpg,1280,720,D21,45,351,123,395
IPC204_22.65029_120.30915_2021_09_25_10_24_55.jpg,1280,720,D12,672,505,790,621
IPC204_22.65029_120.30915_2021_09_25_10_24_55.jpg,1280,720,D00,728,632,769,720
IPC202_23.3224_120.40194_2021_12_18_12_32_30.jpg,1280,720,D10,1068,392,1277,460
IPC202_23.3224_120.40194_2021_12_18_12_32_30.jpg,1280,720,D00,1013,350,1059,399
IPC202_23.3224_120.40194_2021_12_18_12_32_30.jpg,1280,720,D10,608,430,841,518
IPC202_23.3224_120.40194_2021_12_18_12_32_30.jpg,1280,720,D00,829,241,950,334
IPC202_23.3224_120.40194_2021_12_18_12_32_30.jpg,1280,720,D00,467,612,544,715
IPC202_23.3224_120.40194_2021_12_18_12_32_30.jpg,1280,720,D12,843,348,935,430
IPC202_23.06069_120.20522_2022_04_19_13_38_15.jpg,1920,1080,D12,699,784,821,1027
IPC202_23.06069_120.20522_2022_04_19_13_38_15.jpg,1920,1080,D00,1794,796,1920,1074
IPC202_23.06069_120.20522_2022_04_19_13_38_15.jpg,1920,1080,D00,784,484,897,785
IPC202_23.06069_120.20522_2022_04_19_13_38_15.jpg,1920,1080,D00,922,234,976,345
IPC202_23.06069_120.20522_2022_04_19_13_38_15.jpg,1920,1080,D00,700,481,900,1028
IPC202_23.04305_120.21156_2022_04_19_12_40_51.jpg,1920,1080,D00,1477,326,1695,426
IPC202_23.04305_120.21156_2022_04_19_12_40_51.jpg,1920,1080,D21,756,530,936,603
IPC202_23.04305_120.21156_2022_04_19_12_40_51.jpg,1920,1080,D21,760,488,871,601
IPC202_23.19765_120.34922_2021_11_23_15_28_37.jpg,1280,720,D00,1043,341,1280,547
IPC202_23.19765_120.34922_2021_11_23_15_28_37.jpg,1280,720,D00,286,340,451,534
IPC202_23.19765_120.34922_2021_11_23_15_28_37.jpg,1280,720,D00,528,445,619,715
IPC202_22.98673_120.17128_2021_11_17_14_44_46.jpg,1280,720,D10,500,303,593,324
IPC202_22.98673_120.17128_2021_11_17_14_44_46.jpg,1280,720,D10,0,653,146,708
IPC202_22.98673_120.17128_2021_11_17_14_44_46.jpg,1280,720,D00,563,374,646,714
IPC202_23.04266_120.21171_2022_04_19_12_36_33.jpg,1920,1080,D21,1327,404,1444,473
IPC202_23.04266_120.21171_2022_04_19_12_36_33.jpg,1920,1080,D00,1035,243,1157,418
IPC202_23.04266_120.21171_2022_04_19_12_36_33.jpg,1920,1080,D21,1209,406,1332,470
IPC202_23.04266_120.21171_2022_04_19_12_36_33.jpg,1920,1080,D00,675,371,855,675
IPC202_23.04266_120.21171_2022_04_19_12_36_33.jpg,1920,1080,D00,429,653,689,1074
IPC202_23.04266_120.21171_2022_04_19_12_36_33.jpg,1920,1080,D00,1184,524,1376,1078
IPC202_23.01839_120.20803_2022_01_21_11_38_44.jpg,1920,1080,D00,420,651,563,789
IPC202_23.01839_120.20803_2022_01_21_11_38_44.jpg,1920,1080,D00,209,650,573,1010
IPC202_23.19444_120.28368_2021_11_23_14_58_19.jpg,1280,720,D00,771,165,910,289
IPC202_23.19444_120.28368_2021_11_23_14_58_19.jpg,1280,720,D20,947,246,1155,407
IPC202_22.99927_120.18598_2021_10_25_15_48_54.jpg,1280,720,D21,521,297,597,343
IPC202_22.99927_120.18598_2021_10_25_15_48_54.jpg,1280,720,D21,581,577,769,718
IPC202_22.96902_120.28092_2021_09_24_12_59_40.jpg,1280,720,D12,564,252,772,629
IPC202_23.19359_120.31004_2021_11_23_15_02_38.jpg,1280,720,D12,337,446,533,642
IPC202_22.99238_120.17245_2021_08_20_12_16_18.jpg,1280,720,D21,985,418,1125,504
IPC202_22.93069_120.23106_2022_04_02_11_42_15.jpg,1920,1080,D10,743,356,886,401
IPC202_22.93069_120.23106_2022_04_02_11_42_15.jpg,1920,1080,D12,808,801,1068,993
IPC202_22.93069_120.23106_2022_04_02_11_42_15.jpg,1920,1080,D10,531,413,644,445
IPC202_22.93069_120.23106_2022_04_02_11_42_15.jpg,1920,1080,D20,229,839,1047,1061
IPC202_22.93069_120.23106_2022_04_02_11_42_15.jpg,1920,1080,D10,0,644,332,703
IPC202_23.31071_120.2756_2021_12_18_11_07_54.jpg,1280,720,D12,841,264,943,296
IPC202_23.31071_120.2756_2021_12_18_11_07_54.jpg,1280,720,D00,921,546,996,716
IPC202_23.31071_120.2756_2021_12_18_11_07_54.jpg,1280,720,D00,928,206,1003,245
IPC202_23.31071_120.2756_2021_12_18_11_07_54.jpg,1280,720,D00,776,192,842,268
IPC202_23.31071_120.2756_2021_12_18_11_07_54.jpg,1280,720,D00,880,306,1039,453
IPC202_23.31071_120.2756_2021_12_18_11_07_54.jpg,1280,720,D00,828,632,868,717
IPC202_23.31071_120.2756_2021_12_18_11_07_54.jpg,1280,720,D00,850,444,995,716
IPC202_23.31071_120.2756_2021_12_18_11_07_54.jpg,1280,720,D00,1059,494,1271,718
IPC202_22.99529_120.23002_2021_10_25_15_06_44.jpg,1280,720,D00,1038,354,1082,405
IPC202_23.29951_120.29313_2021_12_18_13_53_40.jpg,1280,720,D12,657,342,880,717
IPC202_23.29951_120.29313_2021_12_18_13_53_40.jpg,1280,720,D12,385,266,545,372
IPC202_23.29951_120.29313_2021_12_18_13_53_40.jpg,1280,720,D12,210,398,470,571
IPC202_23.29951_120.29313_2021_12_18_13_53_40.jpg,1280,720,D12,650,351,868,512
IPC202_23.29951_120.29313_2021_12_18_13_53_40.jpg,1280,720,D12,710,571,834,720
IPC202_22.99426_120.23131_2022_03_05_16_56_43_12475.jpg,1920,1080,D41,835,387,916,436
IPC202_22.99138_120.21556_2021_10_25_12_49_37.jpg,1280,720,D10,914,479,1034,505
IPC202_22.99138_120.21556_2021_10_25_12_49_37.jpg,1280,720,D21,814,514,943,604
IPC202_22.99138_120.21556_2021_10_25_12_49_37.jpg,1280,720,D40,686,379,760,421
IPC202_23.06017_120.20588_2022_04_19_13_36_35.jpg,1920,1080,D41,766,335,916,377
IPC202_23.06017_120.20588_2022_04_19_13_36_35.jpg,1920,1080,D00,1094,231,1130,274
IPC202_23.06017_120.20588_2022_04_19_13_36_35.jpg,1920,1080,D00,1209,369,1442,682
IPC202_23.04768_120.21187_2022_04_19_12_39_11.jpg,1920,1080,D00,869,162,915,213
IPC202_23.04768_120.21187_2022_04_19_12_39_11.jpg,1920,1080,D00,0,561,309,748
IPC202_23.04768_120.21187_2022_04_19_12_39_11.jpg,1920,1080,D00,755,215,861,292
IPC202_23.04768_120.21187_2022_04_19_12_39_11.jpg,1920,1080,D42,9,820,615,1080
IPC202_23.04768_120.21187_2022_04_19_12_39_11.jpg,1920,1080,D00,517,337,682,441
IPC202_23.04768_120.21187_2022_04_19_12_39_11.jpg,1920,1080,D00,277,444,526,574
IPC202_22.93508_120.17966_2022_02_14_11_00_27_8300.jpg,1920,1080,D00,562,521,712,707
IPC202_22.93508_120.17966_2022_02_14_11_00_27_8300.jpg,1920,1080,D00,1617,415,1785,495
IPC202_22.93508_120.17966_2022_02_14_11_00_27_8300.jpg,1920,1080,D00,850,242,913,331
IPC202_22.93508_120.17966_2022_02_14_11_00_27_8300.jpg,1920,1080,D12,223,855,467,1075
IPC202_22.93508_120.17966_2022_02_14_11_00_27_8300.jpg,1920,1080,D00,465,549,694,847
IPC202_22.93508_120.17966_2022_02_14_11_00_27_8300.jpg,1920,1080,D00,1436,322,1603,409
IPC202_22.98654_120.21135_2022_03_04_12_51_40.jpg,1920,1080,D00,653,394,735,560
IPC202_22.98654_120.21135_2022_03_04_12_51_40.jpg,1920,1080,D00,0,695,247,910
IPC202_22.98654_120.21135_2022_03_04_12_51_40.jpg,1920,1080,D00,484,636,624,900
IPC202_22.98654_120.21135_2022_03_04_12_51_40.jpg,1920,1080,D00,571,568,657,738
IPC202_23.27769_120.35007_2021_12_18_13_18_41.jpg,1280,720,D20,428,252,564,326
IPC202_23.27769_120.35007_2021_12_18_13_18_41.jpg,1280,720,D12,429,251,562,326
IPC202_23.27769_120.35007_2021_12_18_13_18_41.jpg,1280,720,D20,75,554,512,714
IPC202_23.27769_120.35007_2021_12_18_13_18_41.jpg,1280,720,D20,214,415,544,533
IPC202_23.01014_120.21926_2022_04_19_12_09_37.jpg,1920,1080,D20,1390,345,1638,472
IPC202_23.04171_120.21708_2022_04_19_12_30_16.jpg,1920,1080,D12,1305,468,1474,654
IPC202_23.04171_120.21708_2022_04_19_12_30_16.jpg,1920,1080,D00,1,579,178,790
IPC202_23.04171_120.21708_2022_04_19_12_30_16.jpg,1920,1080,D00,1621,826,1867,1073
IPC202_23.04171_120.21708_2022_04_19_12_30_16.jpg,1920,1080,D12,1465,672,1683,779
IPC202_23.04171_120.21708_2022_04_19_12_30_16.jpg,1920,1080,D20,1307,466,1474,657
IPC202_23.01281_120.21819_2022_04_19_14_27_53.jpg,1920,1080,D00,476,889,583,1075
IPC204_22.68006_120.31886_2021_04_05_09_41_18.jpg,1280,720,D00,1058,300,1278,446
IPC202_23.04153_120.21221_2022_04_19_12_41_28.jpg,1920,1080,D00,169,800,377,1075
IPC202_23.23311_120.35193_2021_11_23_15_55_40.jpg,1280,720,D10,1036,610,1236,658
IPC202_23.23311_120.35193_2021_11_23_15_55_40.jpg,1280,720,D12,646,532,832,718
IPC202_23.23311_120.35193_2021_11_23_15_55_40.jpg,1280,720,D00,662,189,765,566
IPC202_23.23311_120.35193_2021_11_23_15_55_40.jpg,1280,720,D20,380,349,639,717
IPC202_22.97927_120.21845_2020_11_23_13_50_41.jpg,1280,720,D00,401,545,467,628
IPC202_22.97927_120.21845_2020_11_23_13_50_41.jpg,1280,720,D00,330,636,398,718
IPC202_22.97927_120.21845_2020_11_23_13_50_41.jpg,1280,720,D00,551,423,623,507
IPC202_22.97927_120.21845_2020_11_23_13_50_41.jpg,1280,720,D00,336,559,458,718
IPC202_23.27769_120.34994_2021_12_18_13_18_40.jpg,1280,720,D20,296,358,576,456
IPC202_23.27769_120.34994_2021_12_18_13_18_40.jpg,1280,720,D20,420,260,618,331
IPC202_23.27769_120.34994_2021_12_18_13_18_40.jpg,1280,720,D20,367,272,610,402
IPC202_23.27769_120.34994_2021_12_18_13_18_40.jpg,1280,720,D20,231,419,558,528
IPC202_23.27769_120.34994_2021_12_18_13_18_40.jpg,1280,720,D20,90,554,526,717
IPC202_23.30751_120.32318_2021_12_18_11_39_05.jpg,1280,720,D20,752,556,924,712
IPC202_23.30751_120.32318_2021_12_18_11_39_05.jpg,1280,720,D10,1140,522,1278,570
IPC202_23.30751_120.32318_2021_12_18_11_39_05.jpg,1280,720,D12,308,384,488,641
IPC202_23.30751_120.32318_2021_12_18_11_39_05.jpg,1280,720,D12,752,556,926,712
IPC202_23.30751_120.32318_2021_12_18_11_39_05.jpg,1280,720,D12,114,556,305,710
IPC202_23.23561_120.3884_2021_11_23_16_05_25.jpg,1280,720,D10,890,238,1025,268
IPC202_23.23561_120.3884_2021_11_23_16_05_25.jpg,1280,720,D00,1124,243,1277,341
IPC202_22.96176_120.2326_2020_11_23_12_34_57.jpg,1280,720,D41,392,531,488,567
IPC202_22.99468_120.17276_2021_08_20_12_13_03.jpg,1280,720,D00,894,514,999,716
IPC202_23.19841_120.31699_2021_11_23_15_07_49.jpg,1280,720,D10,711,654,777,677
IPC202_23.19841_120.31699_2021_11_23_15_07_49.jpg,1280,720,D60,592,442,1008,694
IPC202_23.00392_120.17961_2021_10_25_15_54_40.jpg,1280,720,D00,0,469,84,587
IPC202_23.00392_120.17961_2021_10_25_15_54_40.jpg,1280,720,D00,775,235,812,281
IPC202_23.00392_120.17961_2021_10_25_15_54_40.jpg,1280,720,D00,1056,630,1114,717
IPC202_23.00392_120.17961_2021_10_25_15_54_40.jpg,1280,720,D00,756,202,813,283
IPC202_23.00373_120.1819_2021_10_25_16_09_56.jpg,1280,720,D00,448,527,504,624
IPC202_23.00373_120.1819_2021_10_25_16_09_56.jpg,1280,720,D00,395,601,461,718
IPC202_23.00373_120.1819_2021_10_25_16_09_56.jpg,1280,720,D00,398,533,499,719
307153.jpg,960,1706,D12,41,1162,615,1383
307153.jpg,960,1706,D12,0,1455,160,1557
307153.jpg,960,1706,D40,296,1049,499,1129
307153.jpg,960,1706,D00,252,775,338,862
307153.jpg,960,1706,D20,27,1153,611,1369
307153.jpg,960,1706,D00,9,904,210,1113
307153.jpg,960,1706,D12,11,1413,474,1706
307153.jpg,960,1706,D12,392,805,534,908
IPC204_22.62799_120.28465_2021_04_24_11_57_17.jpg,1280,720,D41,90,292,156,325
IPC204_22.62799_120.28465_2021_04_24_11_57_17.jpg,1280,720,D41,669,288,716,308
IPC204_22.62799_120.28465_2021_04_24_11_57_17.jpg,1280,720,D10,887,542,1019,573
IPC204_22.62799_120.28465_2021_04_24_11_57_17.jpg,1280,720,D00,1203,535,1279,593
IPC204_22.62799_120.28465_2021_04_24_11_57_17.jpg,1280,720,D00,764,404,829,506
IPC204_22.62799_120.28465_2021_04_24_11_57_17.jpg,1280,720,D21,89,293,158,327
IPC204_22.62799_120.28465_2021_04_24_11_57_17.jpg,1280,720,D00,710,222,775,263
IPC204_22.62799_120.28465_2021_04_24_11_57_17.jpg,1280,720,D12,788,270,865,325
IPC204_22.62799_120.28465_2021_04_24_11_57_17.jpg,1280,720,D00,968,329,1042,366
IPC204_22.62799_120.28465_2021_04_24_11_57_17.jpg,1280,720,D00,707,319,823,501
IPC204_22.62799_120.28465_2021_04_24_11_57_17.jpg,1280,720,D10,902,528,1162,569
IPC204_22.62799_120.28465_2021_04_24_11_57_17.jpg,1280,720,D00,955,379,1161,509
IPC202_23.2775_120.35195_2021_12_18_13_18_57.jpg,1280,720,D10,736,403,895,442
IPC202_23.2775_120.35195_2021_12_18_13_18_57.jpg,1280,720,D20,294,361,608,479
IPC202_23.2775_120.35195_2021_12_18_13_18_57.jpg,1280,720,D20,772,497,1012,719
IPC202_23.2775_120.35195_2021_12_18_13_18_57.jpg,1280,720,D20,246,403,586,511
IPC202_23.2775_120.35195_2021_12_18_13_18_57.jpg,1280,720,D20,346,321,594,425
IPC202_23.2775_120.35195_2021_12_18_13_18_57.jpg,1280,720,D20,426,254,612,344
IPC202_23.2775_120.35195_2021_12_18_13_18_57.jpg,1280,720,D12,767,506,1010,717
IPC202_23.2775_120.35195_2021_12_18_13_18_57.jpg,1280,720,D20,126,512,574,713
IPC202_23.18982_120.25215_2021_11_23_14_51_10.jpg,1280,720,D42,409,475,612,714
IPC202_22.99894_120.20356_2021_10_25_13_47_50.jpg,1280,720,D00,440,274,484,322
IPC202_22.99894_120.20356_2021_10_25_13_47_50.jpg,1280,720,D00,530,153,599,221
IPC202_22.99894_120.20356_2021_10_25_13_47_50.jpg,1280,720,D00,654,393,696,720
