filename,xmin,ymin,xmax,ymax,class
103981.jpg,461,343,942,806,D40
1278377.jpg,1113,672,1475,712,D10
1278377.jpg,447,578,484,658,D00
1278377.jpg,539,641,761,709,D20
1278377.jpg,482,709,957,1108,D40
1278377.jpg,0,683,473,1108,D20
128198.jpg,4,942,284,1122,D12
128198.jpg,733,468,776,512,D40
128198.jpg,316,837,678,1002,D12
128198.jpg,787,560,1094,741,D12
128198.jpg,791,331,1056,451,D12
128198.jpg,2,636,248,934,D20
128198.jpg,263,597,775,831,D40
128203.jpg,18,825,884,1229,D12
128203.jpg,229,266,855,800,D40
218083.jpg,265,689,379,764,D12
218083.jpg,474,1470,605,1625,D00
218083.jpg,715,1582,907,1705,D12
218084.jpg,579,1629,708,1701,D10
218084.jpg,687,1375,803,1447,D10
218084.jpg,414,809,618,887,D40
218084.jpg,806,1447,957,1695,D00
218084.jpg,95,847,393,993,D20
22169.jpg,195,728,320,768,D40
22173.jpg,417,345,471,365,D40
22173.jpg,9,461,119,492,D00
22173.jpg,632,376,708,400,D40
22173.jpg,710,375,754,413,D20
26369.jpg,599,578,780,696,D40
26370.jpg,850,127,893,157,D12
26370.jpg,905,190,985,218,D41
26370.jpg,1264,404,1476,543,D00
26370.jpg,630,355,715,524,D12
26370.jpg,410,290,589,415,D20
26370.jpg,718,536,786,711,D00
26370.jpg,1047,281,1244,394,D00
270580.jpg,1461,1283,1730,1366,D00
270580.jpg,1444,941,1764,1022,D00
270580.jpg,78,699,1406,1583,D40
289007.jpg,353,653,562,749,D40
289007.jpg,571,706,702,855,D12
289007.jpg,597,1172,719,1430,D12
291712.jpg,403,667,506,854,D00
291712.jpg,536,915,1288,1499,D40
292919.jpg,13,741,753,2364,D20
292919.jpg,0,1780,356,2364,D40
292919.jpg,1481,1691,1773,2360,D12
292919.jpg,1,0,707,2000,D20
292919.jpg,739,594,1718,1605,D40
292921.jpg,28,1030,444,1449,D12
292921.jpg,464,1019,1486,1437,D40
292921.jpg,27,1461,1609,2351,D20
292921.jpg,24,25,1469,1012,D20
292923.jpg,1441,955,1770,1414,D12
292923.jpg,1242,1334,1353,1423,D40
292923.jpg,531,2081,606,2166,D40
292923.jpg,624,2043,1177,2364,D20
292923.jpg,1223,602,1767,955,D12
292923.jpg,1413,2130,1770,2363,D20
292923.jpg,1117,1441,1658,1976,D20
292923.jpg,1,670,638,2364,D20
292923.jpg,1480,1970,1624,2110,D40
292923.jpg,816,1228,914,1315,D40
292923.jpg,140,5,571,735,D20
292923.jpg,613,3,1769,534,D20
292923.jpg,751,900,877,991,D40
292923.jpg,610,562,1158,730,D40
292923.jpg,657,1446,1091,2026,D40
292923.jpg,1296,1012,1404,1154,D40
292925.jpg,0,32,664,659,D20
292925.jpg,714,141,1764,842,D20
292925.jpg,10,1409,1213,2360,D20
292925.jpg,812,843,1179,1386,D40
292925.jpg,1193,883,1772,2020,D20
292929.jpg,16,138,1773,2053,D40
301051.jpg,258,237,1127,947,D40
304997.jpg,546,854,960,896,D10
304997.jpg,405,1462,452,1697,D00
304997.jpg,395,638,537,910,D40
305012.jpg,393,374,558,538,D20
305012.jpg,313,249,444,271,D21
305012.jpg,112,322,274,374,D20
305012.jpg,574,264,771,338,D20
305012.jpg,567,668,680,772,D12
305012.jpg,403,646,559,763,D40
305012.jpg,395,378,825,534,D20
305012.jpg,337,777,597,1033,D20
305012.jpg,279,1049,653,1702,D20
305016.jpg,1366,717,1484,765,D20
305016.jpg,1310,634,1406,687,D20
305016.jpg,1426,769,1586,830,D20
305016.jpg,1190,802,1375,958,D20
305016.jpg,1494,842,1705,959,D20
305016.jpg,768,810,1164,960,D35
305016.jpg,0,757,299,943,D12
305016.jpg,308,785,597,957,D20
305017.jpg,1582,729,1700,758,D10
305017.jpg,1274,633,1378,689,D20
305017.jpg,1465,522,1706,684,D20
305017.jpg,1313,676,1470,730,D20
305017.jpg,1215,570,1308,620,D20
305017.jpg,1157,747,1294,960,D20
305017.jpg,622,645,1146,959,D35
305017.jpg,1373,736,1578,808,D20
305017.jpg,3,694,478,936,D20
305017.jpg,1477,820,1706,958,D20
305050.jpg,787,785,853,911,D00
305050.jpg,392,598,435,623,D40
305050.jpg,403,482,475,519,D40
305050.jpg,300,978,557,1235,D12
305050.jpg,352,639,525,871,D20
305228.jpg,280,432,353,478,D40
305228.jpg,691,642,781,1291,D00
305228.jpg,647,648,774,1613,D00
305228.jpg,221,840,362,1706,D00
305228.jpg,482,544,587,612,D40
305231.jpg,57,457,251,757,D00
305231.jpg,436,592,731,1074,D20
305235.jpg,742,1012,928,1449,D00
305235.jpg,407,628,715,787,D40
305240.jpg,2,1029,243,1700,D12
305240.jpg,793,316,944,416,D00
305240.jpg,537,721,654,788,D40
305240.jpg,261,481,416,916,D12
305245.jpg,432,568,491,608,D40
305245.jpg,89,1012,952,1704,D35
305245.jpg,274,629,730,862,D35
305245.jpg,445,883,535,928,D40
305247.jpg,125,879,270,1255,D10
305247.jpg,583,641,697,680,D41
305247.jpg,358,680,526,756,D40
305247.jpg,378,796,542,907,D40
305819.jpg,365,691,470,802,D20
305819.jpg,341,1540,506,1705,D12
305819.jpg,573,676,692,748,D12
305819.jpg,568,759,640,911,D12
305819.jpg,550,548,652,672,D12
305819.jpg,394,568,532,664,D12
305819.jpg,431,518,502,562,D12
305819.jpg,320,945,749,1525,D20
305887.jpg,3,605,267,635,D10
305887.jpg,291,515,577,613,D40
305887.jpg,76,710,737,1232,D40
305887.jpg,381,275,575,455,D00
305888.jpg,721,237,817,254,D10
305888.jpg,0,854,633,1480,D40
305888.jpg,343,639,799,781,D40
305888.jpg,489,363,820,575,D00
306739.jpg,300,1075,476,1115,D10
306739.jpg,284,1070,379,1112,D10
306739.jpg,169,733,372,817,D20
306739.jpg,463,488,721,878,D20
306739.jpg,734,607,939,891,D20
306739.jpg,222,465,445,722,D20
306739.jpg,51,825,270,1161,D20
306739.jpg,485,900,946,1189,D20
306748.jpg,3,1003,81,1171,D00
306748.jpg,122,9,959,967,D21
306803.jpg,426,475,520,582,D12
306803.jpg,306,480,521,623,D12
306803.jpg,527,435,876,557,D20
306907.jpg,111,1280,627,1658,D20
306907.jpg,230,607,612,1262,D20
307147.jpg,339,765,384,796,D40
307147.jpg,144,1383,218,1426,D40
307147.jpg,484,678,622,1149,D00
307147.jpg,555,1196,765,1407,D12
307149.jpg,426,543,481,618,D00
307149.jpg,483,625,537,687,D00
307149.jpg,711,858,949,1114,D00
307149.jpg,549,686,686,850,D00
307153.jpg,13,1450,211,1551,D12
307153.jpg,170,1115,324,1226,D12
307153.jpg,11,1236,261,1405,D12
307153.jpg,414,808,551,904,D12
307153.jpg,39,795,317,1054,D00
307153.jpg,352,1176,567,1403,D12
307188.jpg,440,621,495,649,D40
307188.jpg,269,478,417,931,D20
307188.jpg,428,664,642,935,D10
307188.jpg,398,946,719,1288,D20
307207.jpg,214,603,600,935,D35
307237.jpg,1541,405,1613,476,D12
307237.jpg,417,465,459,496,D40
307237.jpg,1442,373,1525,451,D12
307237.jpg,917,591,984,616,D40
307237.jpg,1247,342,1432,452,D20
307237.jpg,437,515,475,594,D00
307237.jpg,245,639,359,689,D10
307237.jpg,1444,467,1705,640,D20
307237.jpg,775,419,1054,592,D20
307251.jpg,454,1342,795,1650,D12
307251.jpg,280,538,424,616,D12
307251.jpg,0,805,83,969,D00
307251.jpg,301,623,452,682,D40
307251.jpg,371,827,513,927,D40
307251.jpg,634,611,958,869,D20
307251.jpg,103,603,295,970,D12
314552.jpg,338,0,511,628,D00
314552.jpg,533,1406,1526,1488,D10
314552.jpg,379,1420,1139,1503,D10
314552.jpg,837,1398,1773,1474,D10
314552.jpg,2,969,366,2297,D12
314552.jpg,998,946,1773,1383,D40
314552.jpg,306,652,1156,919,D40
316206.jpg,431,763,500,807,D40
318411.jpg,748,1453,954,1703,D20
318411.jpg,335,779,438,832,D12
318411.jpg,391,897,606,991,D12
318411.jpg,385,837,522,892,D40
318447.jpg,279,1540,422,1705,D12
318447.jpg,6,1538,265,1570,D10
318447.jpg,12,1271,218,1300,D10
318447.jpg,3,612,102,699,D00
318447.jpg,311,645,404,868,D12
318447.jpg,221,1050,489,1292,D12
318447.jpg,312,880,443,1043,D40
318448.jpg,413,663,604,822,D12
318448.jpg,516,833,558,874,D40
318449.jpg,777,913,955,938,D10
318449.jpg,764,1254,831,1590,D40
318449.jpg,763,1267,834,1699,D00
318449.jpg,518,915,762,942,D10
318449.jpg,420,913,545,975,D21
318449.jpg,795,1219,959,1255,D10
318454.jpg,142,542,167,660,D00
318454.jpg,0,722,142,753,D10
318454.jpg,864,669,994,742,D40
318454.jpg,81,422,118,461,D40
318454.jpg,595,507,656,539,D40
318454.jpg,169,819,335,910,D00
318782.jpg,1273,775,1360,943,D00
318782.jpg,522,588,616,638,D40
318782.jpg,862,405,951,443,D40
318783.jpg,383,1016,531,1047,D10
318783.jpg,0,631,215,909,D12
318981.jpg,390,691,641,761,D12
318981.jpg,671,635,840,783,D12
318981.jpg,553,771,643,847,D40
318981.jpg,18,763,547,1065,D12
318987.jpg,538,505,886,612,D12
318987.jpg,777,615,869,682,D40
318987.jpg,172,473,522,579,D12
318987.jpg,1333,636,1706,939,D20
318987.jpg,0,688,382,953,D12
318987.jpg,891,519,1317,813,D20
318988.jpg,7,1430,625,1706,D12
318989.jpg,282,876,440,901,D10
318989.jpg,307,1196,846,1702,D20
318990.jpg,498,699,678,729,D10
318990.jpg,1230,861,1505,960,D20
318999.jpg,192,1501,260,1705,D00
318999.jpg,240,382,375,555,D12
318999.jpg,387,411,503,461,D40
318999.jpg,603,455,762,712,D00
318999.jpg,513,715,734,1038,D12
318999.jpg,767,728,938,1017,D00
318999.jpg,146,573,503,1189,D20
319000.jpg,424,1041,497,1133,D12
319000.jpg,400,1633,513,1705,D00
319000.jpg,356,1408,408,1618,D00
319000.jpg,15,638,121,771,D12
319000.jpg,358,1414,454,1706,D00
319000.jpg,304,641,395,671,D40
319000.jpg,245,1308,326,1684,D00
319000.jpg,210,995,265,1225,D00
319000.jpg,564,746,645,841,D00
319000.jpg,693,887,818,1027,D00
319000.jpg,464,632,558,745,D00
319001.jpg,774,849,821,921,D00
319001.jpg,899,1155,957,1231,D00
319001.jpg,610,616,635,656,D00
319001.jpg,479,343,508,409,D00
319001.jpg,664,720,766,914,D00
319001.jpg,822,920,949,1107,D12
319001.jpg,371,605,510,660,D40
319001.jpg,315,723,659,1092,D12
319001.jpg,510,1117,893,1541,D12
319002.jpg,1080,415,1189,451,D00
319002.jpg,1529,585,1702,638,D10
319002.jpg,1168,704,1282,756,D10
319002.jpg,416,447,525,484,D40
319002.jpg,1406,794,1706,959,D12
319005.jpg,1537,345,1571,447,D00
319005.jpg,1232,712,1706,960,D20
321547.jpg,239,1044,396,1219,D12
321547.jpg,312,993,372,1025,D40
321547.jpg,542,773,677,984,D12
321547.jpg,609,1025,861,1264,D12
321548.jpg,3,1406,172,1500,D12
321548.jpg,420,523,584,653,D20
321548.jpg,421,524,584,654,D12
321548.jpg,294,1268,591,1376,D12
321548.jpg,388,673,622,825,D12
321548.jpg,299,837,726,1227,D20
321550.jpg,303,508,441,622,D20
321550.jpg,470,1113,683,1185,D40
321550.jpg,855,422,953,528,D00
321550.jpg,507,1201,957,1693,D12
321550.jpg,553,485,684,559,D12
321550.jpg,555,342,671,475,D12
321550.jpg,535,573,825,1111,D20
322474.jpg,912,644,960,688,D40
322474.jpg,33,358,62,429,D00
322475.jpg,799,1583,938,1706,D00
322475.jpg,639,1315,803,1577,D00
322508.jpg,246,415,315,457,D40
322508.jpg,241,326,465,415,D12
322628.jpg,650,519,800,599,D12
322628.jpg,443,448,612,586,D12
322628.jpg,977,578,1307,773,D12
323001.jpg,342,773,531,875,D40
323304.jpg,417,734,557,863,D40
323647.jpg,384,493,452,563,D12
323647.jpg,239,906,279,991,D00
323647.jpg,236,566,378,895,D12
323647.jpg,381,573,666,890,D20
323684.jpg,417,647,705,815,D12
323684.jpg,4,484,94,544,D35
323684.jpg,414,1288,824,1332,D10
323695.jpg,155,580,807,1066,D40
323696.jpg,495,235,1026,607,D40
323720.jpg,303,494,435,711,D12
323720.jpg,111,957,191,1165,D00
323720.jpg,258,846,471,1158,D12
335239.jpg,345,942,656,1148,D35
336459.jpg,502,27,587,72,D35
336459.jpg,404,562,687,695,D40
336459.jpg,157,565,392,700,D12
336459.jpg,12,713,670,1095,D12
336464.jpg,136,739,349,855,D10
336464.jpg,200,168,265,234,D00
336464.jpg,267,108,427,162,D00
336464.jpg,145,638,526,847,D10
336464.jpg,555,489,813,624,D10
336479.jpg,446,829,706,946,D40
336479.jpg,353,1004,834,1420,D20
336479.jpg,491,599,688,821,D20
336575.jpg,526,210,664,335,D12
336575.jpg,213,537,442,708,D12
336575.jpg,448,671,599,766,D40
336594.jpg,753,472,840,531,D20
336594.jpg,723,531,812,604,D20
336594.jpg,691,613,743,640,D40
336594.jpg,412,796,695,957,D20
336594.jpg,542,646,767,789,D20
336594.jpg,228,965,621,1185,D20
336594.jpg,1,1228,419,1477,D20
336607.jpg,933,625,1070,706,D35
336607.jpg,432,985,473,1007,D40
336607.jpg,334,546,409,575,D35
336607.jpg,231,451,330,590,D12
336607.jpg,289,632,462,711,D40
336607.jpg,65,980,613,1469,D12
336705.jpg,386,561,634,811,D35
336752.jpg,982,591,1059,695,D20
336752.jpg,677,444,798,533,D20
336752.jpg,525,681,601,721,D40
336752.jpg,811,511,968,645,D20
336752.jpg,560,727,801,841,D20
336752.jpg,668,1191,1107,1411,D20
336752.jpg,653,1026,1042,1181,D20
336752.jpg,601,851,943,1015,D20
337973.jpg,745,389,874,493,D12
337973.jpg,961,429,1069,506,D12
337973.jpg,476,744,521,845,D00
337973.jpg,196,317,255,825,D00
337973.jpg,893,394,950,482,D40
337973.jpg,106,824,220,918,D00
337973.jpg,22,1049,204,1473,D00
337973.jpg,806,518,1106,935,D12
337973.jpg,243,844,408,951,D40
337973.jpg,449,990,841,1456,D12
354347.jpg,464,514,609,618,D40
354404.jpg,867,622,1088,910,D12
354404.jpg,428,391,643,697,D12
354404.jpg,658,583,849,786,D40
430875.jpg,986,1120,1108,1217,D12
430875.jpg,575,1077,767,1476,D12
430876.jpg,891,908,1104,1008,D12
430876.jpg,0,1024,1108,1477,D20
430877.jpg,340,1043,531,1102,D10
430877.jpg,6,942,195,1075,D12
430877.jpg,945,1261,1084,1356,D00
430877.jpg,793,823,1108,1157,D12
452810.jpg,292,1130,947,1265,D10
452810.jpg,303,397,780,749,D40
482807.jpg,393,582,643,783,D40
55056.jpg,1114,378,1347,425,D00
55056.jpg,744,706,796,762,D10
55056.jpg,577,501,725,644,D12
55056.jpg,1012,430,1280,533,D20
55056.jpg,862,452,1000,564,D20
55056.jpg,732,502,854,563,D40
55056.jpg,731,570,937,693,D20
55056.jpg,1278,559,1477,719,D20
55056.jpg,970,613,1273,893,D20
61032.jpg,901,749,999,782,D40
61032.jpg,327,749,622,832,D40
61105.jpg,681,518,815,551,D40
61105.jpg,0,600,322,651,D12
66922.jpg,123,977,393,1122,D40
66922.jpg,425,993,686,1122,D40
67369.jpg,0,891,111,1052,D12
67369.jpg,209,79,477,279,D20
67369.jpg,268,807,752,1000,D20
67369.jpg,338,1013,527,1147,D40
67369.jpg,377,489,635,719,D20
67369.jpg,574,1035,858,1209,D12
67369.jpg,145,1015,326,1427,D20
67372.jpg,236,1207,679,1513,D40
67372.jpg,0,858,222,1585,D12
67372.jpg,241,967,517,1199,D12
67376.jpg,311,95,392,353,D00
67376.jpg,5,105,205,132,D10
67376.jpg,715,526,857,1073,D00
67376.jpg,265,1029,672,1178,D40
67376.jpg,392,563,596,838,D12
67376.jpg,0,94,401,389,D60
67376.jpg,306,854,686,1015,D20
67376.jpg,201,1194,658,1555,D20
67381.jpg,613,884,839,918,D10
67381.jpg,322,45,444,264,D12
67381.jpg,370,1742,857,1864,D10
67381.jpg,123,1132,858,1320,D12
67381.jpg,264,851,607,956,D40
67381.jpg,87,825,255,1113,D20
67381.jpg,150,432,858,837,D20
67395.jpg,20,337,169,512,D00
67395.jpg,175,133,348,323,D00
67395.jpg,503,926,857,1059,D12
67395.jpg,272,936,485,1069,D40
67395.jpg,351,384,854,917,D20
67395.jpg,187,1084,858,1907,D20
67396.jpg,371,918,498,1045,D40
67396.jpg,163,908,496,1051,D40
67396.jpg,226,614,501,901,D20
67396.jpg,94,1320,851,1899,D20
67396.jpg,511,737,783,1035,D20
67396.jpg,105,1057,789,1307,D20
67402.jpg,721,1584,857,1907,D00
67402.jpg,61,650,542,1048,D12
67402.jpg,324,1070,519,1233,D40
67402.jpg,107,1055,310,1263,D20
67402.jpg,533,1005,765,1407,D12
67413.jpg,43,861,299,989,D12
67413.jpg,93,640,545,856,D20
67413.jpg,320,870,547,979,D40
67413.jpg,562,661,858,1281,D12
67413.jpg,0,1000,554,1421,D12
67416.jpg,582,630,746,958,D12
67416.jpg,280,642,583,769,D20
67416.jpg,0,561,273,944,D20
67416.jpg,283,782,551,968,D40
67416.jpg,7,974,828,1844,D12
67683.jpg,447,734,517,777,D12
67683.jpg,429,710,458,728,D40
67683.jpg,444,783,487,811,D40
67683.jpg,421,658,471,705,D12
67683.jpg,494,779,565,819,D12
67683.jpg,545,1557,703,1907,D00
67683.jpg,322,651,421,817,D20
67683.jpg,378,821,713,1554,D20
67725.jpg,75,314,130,362,D00
67725.jpg,0,385,57,521,D00
67725.jpg,80,931,781,1485,D35
68078.jpg,748,1516,858,1739,D12
68078.jpg,116,1179,214,1237,D40
68078.jpg,134,574,176,619,D00
68078.jpg,515,612,616,715,D12
68078.jpg,208,578,315,677,D12
68078.jpg,171,762,291,836,D12
68078.jpg,263,958,320,1058,D40
68078.jpg,461,726,670,878,D20
68078.jpg,150,840,400,945,D20
68078.jpg,589,894,857,1258,D12
68078.jpg,302,774,459,826,D40
68079.jpg,4,424,282,455,D10
68079.jpg,201,709,254,737,D40
68079.jpg,290,1706,673,1768,D10
68079.jpg,130,591,445,695,D20
68079.jpg,336,1020,465,1079,D40
68079.jpg,37,1172,440,1444,D12
68079.jpg,58,742,601,1023,D20
68080.jpg,662,1065,730,1086,D40
68080.jpg,7,1021,129,1109,D12
68080.jpg,564,794,599,825,D40
68080.jpg,0,752,133,857,D12
68080.jpg,521,1081,654,1128,D40
68080.jpg,392,727,563,840,D12
68080.jpg,404,413,529,549,D12
68080.jpg,403,565,600,727,D10
68080.jpg,491,850,729,1056,D20
68080.jpg,0,859,483,1016,D20
68080.jpg,145,607,382,836,D20
68080.jpg,294,1033,493,1088,D40
68110.jpg,257,371,309,461,D20
68110.jpg,0,815,163,1466,D12
68110.jpg,217,468,341,783,D20
68110.jpg,535,1158,833,1420,D20
68110.jpg,350,605,525,791,D20
68110.jpg,611,392,753,468,D20
68110.jpg,175,935,372,1299,D20
68110.jpg,529,685,760,1148,D20
68110.jpg,296,801,517,917,D40
68111.jpg,153,698,442,874,D20
68111.jpg,613,458,664,615,D12
68111.jpg,454,360,622,462,D20
68111.jpg,468,166,516,212,D20
68111.jpg,454,366,622,466,D12
68111.jpg,284,392,449,462,D20
68111.jpg,491,281,603,355,D20
68111.jpg,603,1016,858,1202,D20
68111.jpg,503,685,850,1013,D20
68111.jpg,205,882,482,1046,D40
68111.jpg,503,469,612,521,D35
68111.jpg,68,1073,378,1323,D20
68119.jpg,317,1078,566,1224,D40
68154.jpg,507,643,624,757,D12
68154.jpg,254,1391,520,1907,D12
68154.jpg,170,791,269,1095,D40
68154.jpg,510,957,800,1288,D40
68155.jpg,441,1578,551,1745,D40
68155.jpg,570,866,772,924,D12
68155.jpg,309,742,558,1581,D35
68161.jpg,627,1031,855,1215,D12
68161.jpg,88,748,443,996,D12
68161.jpg,144,1269,398,1418,D12
68161.jpg,433,1033,623,1264,D40
68164.jpg,272,979,511,1083,D12
68164.jpg,578,1232,838,1423,D12
68164.jpg,411,1195,566,1346,D12
68164.jpg,581,1059,742,1227,D40
68164.jpg,282,1094,565,1177,D40
68183.jpg,17,1180,229,1900,D00
68183.jpg,202,758,599,1112,D35
68186.jpg,3,808,828,1337,D40
68208.jpg,296,944,555,978,D12
68208.jpg,272,784,501,845,D12
68208.jpg,195,856,272,1024,D12
68208.jpg,178,548,485,619,D20
68208.jpg,701,906,855,970,D10
68208.jpg,442,986,486,1083,D00
68208.jpg,14,627,252,825,D12
68208.jpg,548,848,696,974,D20
68208.jpg,499,501,858,841,D20
68208.jpg,284,849,539,937,D40
68224.jpg,23,684,137,841,D00
68224.jpg,52,678,141,769,D00
68224.jpg,7,520,123,647,D00
68224.jpg,143,423,215,497,D00
68224.jpg,233,412,306,504,D00
68224.jpg,136,513,226,668,D12
68224.jpg,243,1000,333,1344,D00
68224.jpg,344,870,511,1150,D40
68224.jpg,350,468,509,859,D20
68251.jpg,255,597,320,799,D00
68251.jpg,279,993,551,1123,D20
68251.jpg,317,842,469,985,D40
68264.jpg,687,900,857,955,D10
68264.jpg,536,940,658,1071,D40
68264.jpg,148,861,438,1124,D40
68294.jpg,450,0,561,64,D20
68294.jpg,473,1126,855,1701,D20
68294.jpg,0,1234,147,1713,D12
68294.jpg,579,927,857,1135,D20
68294.jpg,421,407,684,695,D20
68294.jpg,299,915,558,1121,D40
68485.jpg,391,947,432,990,D40
68485.jpg,362,1009,428,1060,D40
68485.jpg,635,1137,858,1697,D12
68485.jpg,514,751,570,790,D40
68485.jpg,487,450,532,711,D00
68485.jpg,465,1101,609,1906,D12
68485.jpg,365,754,456,813,D40
68485.jpg,307,511,439,738,D12
68485.jpg,275,825,432,991,D20
68485.jpg,438,341,490,441,D00
68485.jpg,443,856,609,1088,D12
68506.jpg,363,581,439,758,D12
68506.jpg,302,974,456,1135,D40
68506.jpg,164,1198,318,1907,D12
68509.jpg,303,1081,367,1825,D00
68509.jpg,437,1161,491,1265,D40
68521.jpg,479,620,513,672,D40
68521.jpg,299,1260,387,1907,D00
68521.jpg,513,895,578,1084,D40
68523.jpg,0,11,125,285,D35
68523.jpg,743,1246,857,1380,D12
68523.jpg,494,118,750,339,D12
68523.jpg,487,350,854,593,D12
68523.jpg,548,1666,722,1741,D10
68523.jpg,348,1018,498,1195,D40
68523.jpg,484,617,857,982,D12
68525.jpg,359,1764,408,1907,D00
68525.jpg,386,938,448,1187,D40
68605.jpg,244,738,295,766,D40
68605.jpg,544,641,688,685,D40
68605.jpg,78,983,212,1106,D40
68605.jpg,517,1133,627,1258,D40
68605.jpg,139,888,207,961,D40
68606.jpg,197,478,858,558,D10
68606.jpg,0,893,798,1326,D40
68625.jpg,327,621,856,666,D10
68625.jpg,595,1018,677,1123,D40
68625.jpg,261,315,305,643,D00
68625.jpg,101,909,496,1195,D35
68632.jpg,7,1121,187,1155,D10
68632.jpg,180,1091,649,1336,D40
69022.jpg,402,749,702,777,D10
69022.jpg,429,169,581,205,D10
69022.jpg,367,781,395,900,D00
69022.jpg,685,571,837,632,D10
69022.jpg,719,767,857,1181,D00
69022.jpg,367,910,544,1042,D40
69026.jpg,806,1240,850,1266,D40
69026.jpg,649,1274,856,1402,D12
69026.jpg,330,594,541,649,D12
69026.jpg,177,613,319,715,D12
69026.jpg,536,770,682,818,D10
69026.jpg,192,484,275,536,D40
69026.jpg,282,967,673,1289,D20
69026.jpg,497,832,701,953,D40
69026.jpg,144,723,302,833,D40
69027.jpg,206,1130,678,1176,D10
69027.jpg,374,767,432,805,D40
69027.jpg,703,867,745,903,D40
69027.jpg,547,745,593,775,D40
69027.jpg,201,772,253,930,D00
69027.jpg,146,946,200,1079,D00
69027.jpg,682,557,747,724,D00
69579.jpg,6,977,312,1044,D20
69579.jpg,2,719,382,972,D20
69579.jpg,347,982,434,1044,D40
69579.jpg,147,409,539,693,D20
69579.jpg,2,1063,807,1907,D20
69583.jpg,0,23,85,143,D00
69583.jpg,1,1552,265,1907,D12
69583.jpg,338,1159,504,1242,D40
69583.jpg,0,1137,321,1525,D12
69583.jpg,10,677,813,1146,D12
69604.jpg,441,730,471,796,D40
69604.jpg,438,678,462,718,D40
69604.jpg,438,728,473,865,D40
69604.jpg,273,767,429,929,D12
